cache_state,endpoint_id,latency_observation_count,latency_p50_seconds,prefill_headline_eligible,prefill_proxy_observation_count,prefill_proxy_p50_tokens_per_second,request_count,sampling_unit,ttft_observation_count,ttft_p50_ci95,ttft_p50_seconds,ttft_p95_seconds,workload
not_reported_unknown,gemma-4-31B-it,12,2.3894144119985867,False,0,,12,request_id,12,"{""bootstrap_replicates"":2000,""ci95_high"":1.0953183839737903,""ci95_low"":0.6506118790130131,""estimate"":0.9172808449948207,""n_units"":12,""qualified"":true,""sampling_unit"":""request_id""}",0.9172808449948207,1.5114179059746675,direct_mixed_context4k
not_reported_unknown,gemma-4-31B-it,11,4.225480499997502,False,0,,11,request_id,11,"{""bootstrap_replicates"":2000,""ci95_high"":1.0700658319983631,""ci95_low"":0.37686760700307786,""estimate"":0.4846750060096383,""n_units"":11,""qualified"":true,""sampling_unit"":""request_id""}",0.4846750060096383,2.2501494539901614,direct_mixed_output512
not_reported_unknown,gemma-4-31B-it,12,1.5872601089940872,False,0,,12,request_id,12,"{""bootstrap_replicates"":2000,""ci95_high"":0.7502301060012542,""ci95_low"":0.39641224101069383,""estimate"":0.4375978219904937,""n_units"":12,""qualified"":true,""sampling_unit"":""request_id""}",0.4375978219904937,2.157967681006994,direct_mixed_structured
not_reported_unknown,gemma-4-31B-it,11,2.4390058330027387,False,0,,11,request_id,11,"{""bootstrap_replicates"":2000,""ci95_high"":1.6988416259991936,""ci95_low"":0.9366899660089985,""estimate"":1.0530792080098763,""n_units"":11,""qualified"":true,""sampling_unit"":""request_id""}",1.0530792080098763,2.2035400129971094,direct_mixed_tool
not_reported_unknown,gemma-4-31B-it,152,1.0983167170197703,False,0,,152,request_id,152,"{""bootstrap_replicates"":2000,""ci95_high"":0.6967756660014857,""ci95_low"":0.6500310740084387,""estimate"":0.6733127720071934,""n_units"":152,""qualified"":true,""sampling_unit"":""request_id""}",0.6733127720071934,1.3291013140114956,direct_short_exact
not_reported_unknown,gemma-4-31B-it,58,5.2375621009850875,False,0,,58,request_id,58,"{""bootstrap_replicates"":2000,""ci95_high"":0.5428951810172293,""ci95_low"":0.4575167169969063,""estimate"":0.4833267439971678,""n_units"":58,""qualified"":true,""sampling_unit"":""request_id""}",0.4833267439971678,0.8441900910111144,direct_short_long
cache_miss_observed,gemma-4-31B-it,18,7.5590586670150515,True,18,3802.291673589284,18,request_id,18,"{""bootstrap_replicates"":2000,""ci95_high"":6.859708566975314,""ci95_low"":6.119419219001429,""estimate"":6.329089817008935,""n_units"":18,""qualified"":true,""sampling_unit"":""request_id""}",6.329089817008935,14.838115849008318,input32k_short
not_reported_unknown,gemma-4-31B-it,55,13.452036047005095,False,0,,55,request_id,50,"{""bootstrap_replicates"":2000,""ci95_high"":10.988035641988972,""ci95_low"":5.738514702999964,""estimate"":6.885684751992812,""n_units"":50,""qualified"":true,""sampling_unit"":""request_id""}",6.885684751992812,93.10845431601047,input32k_short
not_reported_unknown,gemma-4-31B-it,43,15.5221023579943,False,0,,52,request_id,36,"{""bootstrap_replicates"":2000,""ci95_high"":33.98056327700033,""ci95_low"":4.044796377012972,""estimate"":11.803800539986696,""n_units"":36,""qualified"":true,""sampling_unit"":""request_id""}",11.803800539986696,244.57362153500435,long_context_retrieval
cache_miss_observed,gemma-4-31B-it,18,0.6736273480055388,True,18,164.5393047578681,18,request_id,18,"{""bootstrap_replicates"":2000,""ci95_high"":0.662116199004231,""ci95_low"":0.4011199639935512,""estimate"":0.5488774789846502,""n_units"":18,""qualified"":true,""sampling_unit"":""request_id""}",0.5488774789846502,0.9155038289900403,mixed
not_reported_unknown,gemma-4-31B-it,51,2.5800314790103585,False,0,,51,request_id,51,"{""bootstrap_replicates"":2000,""ci95_high"":0.9407934109913185,""ci95_low"":0.6214943819795735,""estimate"":0.8005168550007511,""n_units"":51,""qualified"":true,""sampling_unit"":""request_id""}",0.8005168550007511,6.122798198979581,mixed
not_reported_unknown,gemma-4-31B-it,5,1.3038532299979124,False,0,,5,request_id,4,"{""bootstrap_replicates"":2000,""ci95_high"":1.0703271520033013,""ci95_low"":0.46044307699776255,""estimate"":0.7700783959880937,""n_units"":4,""qualified"":true,""sampling_unit"":""request_id""}",0.7700783959880937,1.0703271520033013,output_length
not_reported_unknown,gemma-4-31B-it,37,3.3033895209955517,False,0,,37,request_id,26,"{""bootstrap_replicates"":2000,""ci95_high"":1.7477938680094667,""ci95_low"":0.8474306619900744,""estimate"":1.091579041996738,""n_units"":26,""qualified"":true,""sampling_unit"":""request_id""}",1.091579041996738,4.975415038992651,parameter_interactions
not_reported_unknown,gemma-4-31B-it,24,1.241904460999649,False,0,,25,request_id,22,"{""bootstrap_replicates"":2000,""ci95_high"":0.8256672869902104,""ci95_low"":0.6604072019981686,""estimate"":0.7697732250089757,""n_units"":22,""qualified"":true,""sampling_unit"":""request_id""}",0.7697732250089757,1.6498411330103409,parameter_validation
not_reported_unknown,gemma-4-31B-it,3,1.1977248589973897,False,0,,3,request_id,3,"{""bootstrap_replicates"":2000,""ci95_high"":31.70864199299831,""ci95_low"":0.6627302000124473,""estimate"":0.9729042609978933,""n_units"":3,""qualified"":true,""sampling_unit"":""request_id""}",0.9729042609978933,31.70864199299831,reasoning
not_reported_unknown,gemma-4-31B-it,11,1.0810262610029895,False,0,,11,request_id,9,"{""bootstrap_replicates"":2000,""ci95_high"":15.614328145020409,""ci95_low"":0.4239148790074978,""estimate"":0.8964370979811065,""n_units"":9,""qualified"":true,""sampling_unit"":""request_id""}",0.8964370979811065,161.84236380300717,short_exact
not_reported_unknown,gemma-4-31B-it,91,3.273460027994588,False,0,,91,request_id,91,"{""bootstrap_replicates"":2000,""ci95_high"":0.5038623349973932,""ci95_low"":0.42003826299333014,""estimate"":0.46658297299291007,""n_units"":91,""qualified"":true,""sampling_unit"":""request_id""}",0.46658297299291007,1.2638957849994767,short_long
cache_miss_observed,gemma-4-31B-it,168,0.7799834820034448,True,168,125.35939393791884,168,request_id,168,"{""bootstrap_replicates"":2000,""ci95_high"":0.5931239369965624,""ci95_low"":0.5096155180071946,""estimate"":0.5389891230151989,""n_units"":168,""qualified"":true,""sampling_unit"":""request_id""}",0.5389891230151989,2.824987730011344,short_short
not_reported_unknown,gemma-4-31B-it,58,0.5635457370080985,False,0,,58,request_id,58,"{""bootstrap_replicates"":2000,""ci95_high"":0.4795165440009441,""ci95_low"":0.4058006300183479,""estimate"":0.4268183710228186,""n_units"":58,""qualified"":true,""sampling_unit"":""request_id""}",0.4268183710228186,1.6713516500021797,short_short
