difference_direction,mixed_subtype,paired_cache_read_tokens_sum_difference_median,paired_cache_read_tokens_sum_difference_median_ci95_high,paired_cache_read_tokens_sum_difference_median_ci95_low,paired_cache_read_tokens_sum_difference_median_ci_method,paired_cache_read_tokens_sum_difference_median_n,paired_cache_read_tokens_sum_difference_median_unit,paired_completion_tokens_sum_difference_median,paired_completion_tokens_sum_difference_median_ci95_high,paired_completion_tokens_sum_difference_median_ci95_low,paired_completion_tokens_sum_difference_median_ci_method,paired_completion_tokens_sum_difference_median_n,paired_completion_tokens_sum_difference_median_unit,paired_eligible_output_rate_median_difference_median,paired_eligible_output_rate_median_difference_median_ci95_high,paired_eligible_output_rate_median_difference_median_ci95_low,paired_eligible_output_rate_median_difference_median_ci_method,paired_eligible_output_rate_median_difference_median_n,paired_eligible_output_rate_median_difference_median_unit,paired_panels_n,paired_prompt_tokens_sum_difference_median,paired_prompt_tokens_sum_difference_median_ci95_high,paired_prompt_tokens_sum_difference_median_ci95_low,paired_prompt_tokens_sum_difference_median_ci_method,paired_prompt_tokens_sum_difference_median_n,paired_prompt_tokens_sum_difference_median_unit,paired_request_latency_median_difference_median,paired_request_latency_median_difference_median_ci95_high,paired_request_latency_median_difference_median_ci95_low,paired_request_latency_median_difference_median_ci_method,paired_request_latency_median_difference_median_n,paired_request_latency_median_difference_median_unit,paired_settled_cost_usd_sum_difference_median,paired_settled_cost_usd_sum_difference_median_ci95_high,paired_settled_cost_usd_sum_difference_median_ci95_low,paired_settled_cost_usd_sum_difference_median_ci_method,paired_settled_cost_usd_sum_difference_median_n,paired_settled_cost_usd_sum_difference_median_unit,paired_success_rate_difference_median,paired_success_rate_difference_median_ci95_high,paired_success_rate_difference_median_ci95_low,paired_success_rate_difference_median_ci_method,paired_success_rate_difference_median_n,paired_success_rate_difference_median_unit,paired_ttft_median_difference_median,paired_ttft_median_difference_median_ci95_high,paired_ttft_median_difference_median_ci95_low,paired_ttft_median_difference_median_ci_method,paired_ttft_median_difference_median_n,paired_ttft_median_difference_median_unit,panel_differences,route_id,shape
panel_unique_cold minus stable_exact_prompt,not_applicable,0.0,0.0,0.0,epoch/block-bootstrap-percentile,7,tokens,-22.0,16.0,-87.0,epoch/block-bootstrap-percentile,7,tokens,-6.092286634308955,,,single-block-no-CI,1,tokens/second,7,11.0,18.0,1.0,epoch/block-bootstrap-percentile,7,tokens,0.1740561185288243,1.8276228829636239,-0.7004103430663235,epoch/block-bootstrap-percentile,7,seconds,3.759999999998487e-07,0.005469356,-2.7104000000003486e-05,epoch/block-bootstrap-percentile,7,USD,0.0,0.0,0.0,epoch/block-bootstrap-percentile,7,proportion,0.1779608039651066,1.3128592415596358,-0.31630802754079923,epoch/block-bootstrap-percentile,7,seconds,"[{""cache_read_tokens_sum"":0.0,""completion_tokens_sum"":-22.0,""eligible_output_rate_median"":null,""panel"":0,""prompt_tokens_sum"":-99996.0,""request_latency_median"":0.1740561185288243,""settled_cost_usd_sum"":0.030813832000000006,""success_rate"":0.0,""ttft_median"":-0.6647999004926533},{""cache_read_tokens_sum"":0.0,""completion_tokens_sum"":230.0,""eligible_output_rate_median"":null,""panel"":1,""prompt_tokens_sum"":18.0,""request_latency_median"":1.8276228829636239,""settled_cost_usd_sum"":5.940000000000112e-05,""success_rate"":0.0,""ttft_median"":-0.31630802754079923},{""cache_read_tokens_sum"":0.0,""completion_tokens_sum"":-51.0,""eligible_output_rate_median"":-6.092286634308955,""panel"":2,""prompt_tokens_sum"":8.0,""request_latency_median"":-0.25814765255199745,""settled_cost_usd_sum"":-1.2211999999997558e-05,""success_rate"":0.0,""ttft_median"":0.1779608039651066},{""cache_read_tokens_sum"":0.0,""completion_tokens_sum"":-112.0,""eligible_output_rate_median"":null,""panel"":3,""prompt_tokens_sum"":14.0,""request_latency_median"":-3.4863172490731813,""settled_cost_usd_sum"":-2.7104000000003486e-05,""success_rate"":0.0,""ttft_median"":0.14272923197131604},{""cache_read_tokens_sum"":-99840.0,""completion_tokens_sum"":-87.0,""eligible_output_rate_median"":null,""panel"":4,""prompt_tokens_sum"":1.0,""request_latency_median"":0.18649687099969015,""settled_cost_usd_sum"":0.005469356,""success_rate"":0.0,""ttft_median"":1.3128592415596358},{""cache_read_tokens_sum"":0.0,""completion_tokens_sum"":-2.0,""eligible_output_rate_median"":null,""panel"":5,""prompt_tokens_sum"":11.0,""request_latency_median"":-0.7004103430663235,""settled_cost_usd_sum"":3.759999999998487e-07,""success_rate"":0.0,""ttft_median"":0.7146902965614572},{""cache_read_tokens_sum"":0.0,""completion_tokens_sum"":16.0,""eligible_output_rate_median"":null,""panel"":6,""prompt_tokens_sum"":100009.0,""request_latency_median"":2.37757266551489,""settled_cost_usd_sum"":-0.030814304000000008,""success_rate"":0.0,""ttft_median"":3.1660277975024655}]",deepseek-v4-flash-0731,long_short
panel_unique_cold minus stable_exact_prompt,long_short:in100000:out128,0.0,0.0,-99840.0,epoch/block-bootstrap-percentile,7,tokens,8.0,10.0,0.0,epoch/block-bootstrap-percentile,7,tokens,,,,epoch/block-bootstrap-percentile,0,tokens/second,7,4.0,8.0,3.0,epoch/block-bootstrap-percentile,7,tokens,0.206253302982077,5.3554115410661325,-1.6558951230254024,epoch/block-bootstrap-percentile,7,seconds,2.840000000000481e-06,0.00549144,2.428000000000499e-06,epoch/block-bootstrap-percentile,7,USD,0.0,0.0,0.0,epoch/block-bootstrap-percentile,7,proportion,0.07434307504445314,5.375407587969676,-0.01617837999947369,epoch/block-bootstrap-percentile,7,seconds,"[{""cache_read_tokens_sum"":0.0,""completion_tokens_sum"":10.0,""eligible_output_rate_median"":null,""panel"":0,""prompt_tokens_sum"":4.0,""request_latency_median"":0.206253302982077,""settled_cost_usd_sum"":2.840000000000481e-06,""success_rate"":0.0,""ttft_median"":0.048297353903762996},{""cache_read_tokens_sum"":0.0,""completion_tokens_sum"":115.0,""eligible_output_rate_median"":null,""panel"":1,""prompt_tokens_sum"":9.0,""request_latency_median"":2.6305568150710315,""settled_cost_usd_sum"":2.970000000000056e-05,""success_rate"":0.0,""ttft_median"":0.4727922399761155},{""cache_read_tokens_sum"":0.0,""completion_tokens_sum"":9.0,""eligible_output_rate_median"":null,""panel"":2,""prompt_tokens_sum"":2.0,""request_latency_median"":0.03613029816187918,""settled_cost_usd_sum"":2.428000000000499e-06,""success_rate"":0.0,""ttft_median"":-0.01617837999947369},{""cache_read_tokens_sum"":0.0,""completion_tokens_sum"":-112.0,""eligible_output_rate_median"":null,""panel"":3,""prompt_tokens_sum"":6.0,""request_latency_median"":-1.6558951230254024,""settled_cost_usd_sum"":-2.7743999999999686e-05,""success_rate"":0.0,""ttft_median"":0.07434307504445314},{""cache_read_tokens_sum"":-99840.0,""completion_tokens_sum"":0.0,""eligible_output_rate_median"":null,""panel"":4,""prompt_tokens_sum"":3.0,""request_latency_median"":10.35304030799307,""settled_cost_usd_sum"":0.00549144,""success_rate"":0.0,""ttft_median"":5.912923845113255},{""cache_read_tokens_sum"":-99840.0,""completion_tokens_sum"":0.0,""eligible_output_rate_median"":null,""panel"":5,""prompt_tokens_sum"":4.0,""request_latency_median"":5.3554115410661325,""settled_cost_usd_sum"":0.00549152,""success_rate"":0.0,""ttft_median"":5.375407587969676},{""cache_read_tokens_sum"":0.0,""completion_tokens_sum"":8.0,""eligible_output_rate_median"":null,""panel"":6,""prompt_tokens_sum"":8.0,""request_latency_median"":-4.1945589820388705,""settled_cost_usd_sum"":2.6560000000019207e-06,""success_rate"":0.0,""ttft_median"":-0.035194359021261334}]",deepseek-v4-flash-0731,mixed
panel_unique_cold minus stable_exact_prompt,structured:in1024:out512,0.0,0.0,0.0,epoch/block-bootstrap-percentile,7,tokens,-23.0,25.0,-61.0,epoch/block-bootstrap-percentile,7,tokens,1.372324149821054,4.646064185172307,-1.3407376799517863,epoch/block-bootstrap-percentile,7,tokens/second,7,0.0,2.0,-1.0,epoch/block-bootstrap-percentile,7,tokens,-0.42034272698219866,0.5982796699972823,-1.2016920379828662,epoch/block-bootstrap-percentile,7,seconds,-5.635999999999998e-06,6.4600000000000025e-06,-1.5372000000000015e-05,epoch/block-bootstrap-percentile,7,USD,0.0,0.0,0.0,epoch/block-bootstrap-percentile,7,proportion,0.020862799836322665,0.20978560810908675,-0.02961052895989269,epoch/block-bootstrap-percentile,7,seconds,"[{""cache_read_tokens_sum"":0.0,""completion_tokens_sum"":-61.0,""eligible_output_rate_median"":0.7467618736777055,""panel"":0,""prompt_tokens_sum"":0.0,""request_latency_median"":-1.2016920379828662,""settled_cost_usd_sum"":-1.5372000000000015e-05,""success_rate"":0.0,""ttft_median"":-0.060342505923472345},{""cache_read_tokens_sum"":0.0,""completion_tokens_sum"":-33.0,""eligible_output_rate_median"":5.105101267291623,""panel"":1,""prompt_tokens_sum"":0.0,""request_latency_median"":-0.7099667870206758,""settled_cost_usd_sum"":-8.31600000000002e-06,""success_rate"":0.0,""ttft_median"":0.2560213999822736},{""cache_read_tokens_sum"":0.0,""completion_tokens_sum"":25.0,""eligible_output_rate_median"":-1.3407376799517863,""panel"":2,""prompt_tokens_sum"":2.0,""request_latency_median"":0.5982796699972823,""settled_cost_usd_sum"":6.4600000000000025e-06,""success_rate"":0.0,""ttft_median"":0.09203210403211415},{""cache_read_tokens_sum"":0.0,""completion_tokens_sum"":-83.0,""eligible_output_rate_median"":4.646064185172307,""panel"":3,""prompt_tokens_sum"":1.0,""request_latency_median"":-1.9142572329146788,""settled_cost_usd_sum"":-2.0836000000000002e-05,""success_rate"":0.0,""ttft_median"":0.020862799836322665},{""cache_read_tokens_sum"":-1024.0,""completion_tokens_sum"":71.0,""eligible_output_rate_median"":3.999168606321305,""panel"":4,""prompt_tokens_sum"":-1.0,""request_latency_median"":1.1747791159432381,""settled_cost_usd_sum"":7.413199999999997e-05,""success_rate"":0.0,""ttft_median"":0.0015654260059818625},{""cache_read_tokens_sum"":0.0,""completion_tokens_sum"":-18.0,""eligible_output_rate_median"":1.372324149821054,""panel"":5,""prompt_tokens_sum"":-1.0,""request_latency_median"":-0.42034272698219866,""settled_cost_usd_sum"":-4.616000000000011e-06,""success_rate"":0.0,""ttft_median"":-0.02961052895989269},{""cache_read_tokens_sum"":0.0,""completion_tokens_sum"":-23.0,""eligible_output_rate_median"":-2.3963993570298996,""panel"":6,""prompt_tokens_sum"":2.0,""request_latency_median"":-0.08836479403544217,""settled_cost_usd_sum"":-5.635999999999998e-06,""success_rate"":0.0,""ttft_median"":0.20978560810908675}]",deepseek-v4-flash-0731,mixed
panel_unique_cold minus stable_exact_prompt,not_applicable,0.0,0.0,-256.0,epoch/block-bootstrap-percentile,7,tokens,0.0,0.0,0.0,epoch/block-bootstrap-percentile,7,tokens,0.2648916401061072,1.7588594219540568,-2.1563878205471383,epoch/block-bootstrap-percentile,7,tokens/second,7,-4.0,-1.0,-5.0,epoch/block-bootstrap-percentile,7,tokens,1.4334674319834448,7.499030830978882,-9.966342850413639,epoch/block-bootstrap-percentile,7,seconds,-3.20000000000268e-07,1.399999999999969e-05,-4.0000000000022656e-07,epoch/block-bootstrap-percentile,7,USD,0.0,0.0,0.0,epoch/block-bootstrap-percentile,7,proportion,0.23876329499762505,0.7401756009203382,-0.19608067959779873,epoch/block-bootstrap-percentile,7,seconds,"[{""cache_read_tokens_sum"":0.0,""completion_tokens_sum"":0.0,""eligible_output_rate_median"":-4.364325529092582,""panel"":0,""prompt_tokens_sum"":-2.0,""request_latency_median"":7.499030830978882,""settled_cost_usd_sum"":-1.5999999999991715e-07,""success_rate"":0.0,""ttft_median"":0.578875825565774},{""cache_read_tokens_sum"":0.0,""completion_tokens_sum"":0.0,""eligible_output_rate_median"":6.865168917664619,""panel"":1,""prompt_tokens_sum"":-5.0,""request_latency_median"":-9.966342850413639,""settled_cost_usd_sum"":-4.0000000000022656e-07,""success_rate"":0.0,""ttft_median"":0.7401756009203382},{""cache_read_tokens_sum"":0.0,""completion_tokens_sum"":0.0,""eligible_output_rate_median"":-2.1563878205471383,""panel"":2,""prompt_tokens_sum"":-4.0,""request_latency_median"":4.8963983755675144,""settled_cost_usd_sum"":-3.20000000000268e-07,""success_rate"":0.0,""ttft_median"":1.032648817927111},{""cache_read_tokens_sum"":0.0,""completion_tokens_sum"":0.0,""eligible_output_rate_median"":-0.9528012047046133,""panel"":3,""prompt_tokens_sum"":-5.0,""request_latency_median"":1.4334674319834448,""settled_cost_usd_sum"":-4.0000000000022656e-07,""success_rate"":0.0,""ttft_median"":-0.19608067959779873},{""cache_read_tokens_sum"":-256.0,""completion_tokens_sum"":4096.0,""eligible_output_rate_median"":1.7588594219540568,""panel"":4,""prompt_tokens_sum"":287.0,""request_latency_median"":38.02282282599481,""settled_cost_usd_sum"":-0.0004812000000000002,""success_rate"":0.0,""ttft_median"":-1.0117202005931176},{""cache_read_tokens_sum"":-256.0,""completion_tokens_sum"":-4096.0,""eligible_output_rate_median"":1.323717933500177,""panel"":5,""prompt_tokens_sum"":-292.0,""request_latency_median"":-18.741886578442063,""settled_cost_usd_sum"":0.0005089599999999997,""success_rate"":0.0,""ttft_median"":0.23876329499762505},{""cache_read_tokens_sum"":-256.0,""completion_tokens_sum"":0.0,""eligible_output_rate_median"":0.2648916401061072,""panel"":6,""prompt_tokens_sum"":-1.0,""request_latency_median"":-0.33819949394091964,""settled_cost_usd_sum"":1.399999999999969e-05,""success_rate"":0.0,""ttft_median"":0.02404647652292624}]",deepseek-v4-flash-0731,short_long
panel_unique_cold minus stable_exact_prompt,not_applicable,0.0,0.0,-512.0,epoch/block-bootstrap-percentile,7,tokens,0.0,0.0,0.0,epoch/block-bootstrap-percentile,7,tokens,,,,epoch/block-bootstrap-percentile,0,tokens/second,7,-1.0,1.0,-1.0,epoch/block-bootstrap-percentile,7,tokens,-0.006262855022214353,0.3665452545392327,-0.09502362797502428,epoch/block-bootstrap-percentile,7,seconds,1.7199999999999768e-07,2.8240000000000007e-05,-7.999999999999923e-08,epoch/block-bootstrap-percentile,7,USD,0.0,0.0,0.0,epoch/block-bootstrap-percentile,7,proportion,0.0008282095077447593,0.36424032400827855,-0.06400691502494738,epoch/block-bootstrap-percentile,7,seconds,"[{""cache_read_tokens_sum"":0.0,""completion_tokens_sum"":1.0,""eligible_output_rate_median"":null,""panel"":0,""prompt_tokens_sum"":-1.0,""request_latency_median"":-1.7518406084855087,""settled_cost_usd_sum"":1.7199999999999768e-07,""success_rate"":0.0,""ttft_median"":-1.2193223304930143},{""cache_read_tokens_sum"":0.0,""completion_tokens_sum"":-1.0,""eligible_output_rate_median"":null,""panel"":1,""prompt_tokens_sum"":-2.0,""request_latency_median"":-0.006262855022214353,""settled_cost_usd_sum"":-4.119999999999954e-07,""success_rate"":0.0,""ttft_median"":0.0008282095077447593},{""cache_read_tokens_sum"":0.0,""completion_tokens_sum"":0.0,""eligible_output_rate_median"":null,""panel"":2,""prompt_tokens_sum"":1.0,""request_latency_median"":1.8878980264998972,""settled_cost_usd_sum"":7.999999999999923e-08,""success_rate"":0.0,""ttft_median"":1.3492376180365682},{""cache_read_tokens_sum"":-512.0,""completion_tokens_sum"":0.0,""eligible_output_rate_median"":null,""panel"":3,""prompt_tokens_sum"":1.0,""request_latency_median"":-0.07168743305373937,""settled_cost_usd_sum"":2.8240000000000007e-05,""success_rate"":0.0,""ttft_median"":-0.06355625548167154},{""cache_read_tokens_sum"":-512.0,""completion_tokens_sum"":0.0,""eligible_output_rate_median"":null,""panel"":4,""prompt_tokens_sum"":1.0,""request_latency_median"":0.3665452545392327,""settled_cost_usd_sum"":2.8240000000000007e-05,""success_rate"":0.0,""ttft_median"":0.36424032400827855},{""cache_read_tokens_sum"":-256.0,""completion_tokens_sum"":0.0,""eligible_output_rate_median"":null,""panel"":5,""prompt_tokens_sum"":-1.0,""request_latency_median"":0.06410370691446587,""settled_cost_usd_sum"":1.4000000000000001e-05,""success_rate"":0.0,""ttft_median"":0.04285732202697545},{""cache_read_tokens_sum"":0.0,""completion_tokens_sum"":0.0,""eligible_output_rate_median"":null,""panel"":6,""prompt_tokens_sum"":-1.0,""request_latency_median"":-0.09502362797502428,""settled_cost_usd_sum"":-7.999999999999923e-08,""success_rate"":0.0,""ttft_median"":-0.06400691502494738}]",deepseek-v4-flash-0731,short_short
panel_unique_cold minus stable_exact_prompt,not_applicable,0.0,0.0,0.0,epoch/block-bootstrap-percentile,7,tokens,7.0,10.0,5.0,epoch/block-bootstrap-percentile,7,tokens,-3.903742386324824,1.3571717169110862,-6.6029513022291475,epoch/block-bootstrap-percentile,7,tokens/second,7,12.0,16.0,9.0,epoch/block-bootstrap-percentile,7,tokens,-49.68663511151681,-13.092979067529086,-100.40323292749235,epoch/block-bootstrap-percentile,7,seconds,5.840000000006951e-06,7.880000000001774e-06,4.120000000003288e-06,epoch/block-bootstrap-percentile,7,USD,0.0,0.0,0.0,epoch/block-bootstrap-percentile,7,proportion,-63.418826945417095,-44.725203713576775,-102.22853202500846,epoch/block-bootstrap-percentile,7,seconds,"[{""cache_read_tokens_sum"":0.0,""completion_tokens_sum"":-61.0,""eligible_output_rate_median"":5.967333750806785,""panel"":0,""prompt_tokens_sum"":-100027.0,""request_latency_median"":-83.27192985155853,""settled_cost_usd_sum"":0.06929732,""success_rate"":-0.5,""ttft_median"":-74.49055722914636},{""cache_read_tokens_sum"":0.0,""completion_tokens_sum"":7.0,""eligible_output_rate_median"":1.3571717169110862,""panel"":1,""prompt_tokens_sum"":10.0,""request_latency_median"":-49.68663511151681,""settled_cost_usd_sum"":5.299999999999749e-06,""success_rate"":0.0,""ttft_median"":-49.69304810196627},{""cache_read_tokens_sum"":0.0,""completion_tokens_sum"":7.0,""eligible_output_rate_median"":-6.6029513022291475,""panel"":2,""prompt_tokens_sum"":13.0,""request_latency_median"":-43.009603070968296,""settled_cost_usd_sum"":5.840000000006951e-06,""success_rate"":0.0,""ttft_median"":-44.725203713576775},{""cache_read_tokens_sum"":0.0,""completion_tokens_sum"":5.0,""eligible_output_rate_median"":-14.201582012188984,""panel"":3,""prompt_tokens_sum"":9.0,""request_latency_median"":-13.092979067529086,""settled_cost_usd_sum"":4.120000000003288e-06,""success_rate"":0.0,""ttft_median"":-63.418826945417095},{""cache_read_tokens_sum"":0.0,""completion_tokens_sum"":10.0,""eligible_output_rate_median"":-4.388203769589229,""panel"":4,""prompt_tokens_sum"":16.0,""request_latency_median"":-100.40323292749235,""settled_cost_usd_sum"":7.880000000001774e-06,""success_rate"":0.0,""ttft_median"":-102.22853202500846},{""cache_read_tokens_sum"":0.0,""completion_tokens_sum"":76.0,""eligible_output_rate_median"":-3.903742386324824,""panel"":5,""prompt_tokens_sum"":100047.0,""request_latency_median"":-100.53025735547999,""settled_cost_usd_sum"":-0.06928621999999998,""success_rate"":0.5,""ttft_median"":-106.36133293947205},{""cache_read_tokens_sum"":0.0,""completion_tokens_sum"":8.0,""eligible_output_rate_median"":-2.6941532735609712,""panel"":6,""prompt_tokens_sum"":12.0,""request_latency_median"":-0.27622783806873485,""settled_cost_usd_sum"":6.16000000000505e-06,""success_rate"":0.0,""ttft_median"":-0.6655551440198906}]",gemma-4-31B-it,long_short
panel_unique_cold minus stable_exact_prompt,long_short:in100000:out128,0.0,0.0,0.0,epoch/block-bootstrap-percentile,7,tokens,-1.0,-1.0,-5.0,epoch/block-bootstrap-percentile,7,tokens,-23.574456887743267,-11.70247060597499,-26.0505334152797,epoch/block-bootstrap-percentile,7,tokens/second,7,-3.0,-2.0,-5.0,epoch/block-bootstrap-percentile,7,tokens,5.7647475661942735,19.50537519901991,0.5625200060894713,epoch/block-bootstrap-percentile,7,seconds,-1.039999999997293e-06,-6.799999999994311e-07,-3.4000000000006247e-06,epoch/block-bootstrap-percentile,7,USD,0.0,0.0,0.0,epoch/block-bootstrap-percentile,7,proportion,-0.759347441024147,-0.11521883402019739,-1.4441055359784514,epoch/block-bootstrap-percentile,7,seconds,"[{""cache_read_tokens_sum"":0.0,""completion_tokens_sum"":-1.0,""eligible_output_rate_median"":16.307899054798717,""panel"":0,""prompt_tokens_sum"":-3.0,""request_latency_median"":-2.3785759219899774,""settled_cost_usd_sum"":-1.039999999997293e-06,""success_rate"":0.0,""ttft_median"":-0.11521883402019739},{""cache_read_tokens_sum"":0.0,""completion_tokens_sum"":-1.0,""eligible_output_rate_median"":-23.574456887743267,""panel"":1,""prompt_tokens_sum"":-3.0,""request_latency_median"":19.50537519901991,""settled_cost_usd_sum"":-1.039999999997293e-06,""success_rate"":0.0,""ttft_median"":3.3774152119876817},{""cache_read_tokens_sum"":0.0,""completion_tokens_sum"":-1.0,""eligible_output_rate_median"":-12.149262178027154,""panel"":2,""prompt_tokens_sum"":-1.0,""request_latency_median"":0.5625200060894713,""settled_cost_usd_sum"":-6.799999999994311e-07,""success_rate"":0.0,""ttft_median"":-0.759347441024147},{""cache_read_tokens_sum"":0.0,""completion_tokens_sum"":-3.0,""eligible_output_rate_median"":-26.0505334152797,""panel"":3,""prompt_tokens_sum"":-2.0,""request_latency_median"":70.53385819098912,""settled_cost_usd_sum"":-1.8599999999993622e-06,""success_rate"":0.0,""ttft_median"":-32.64450747997034},{""cache_read_tokens_sum"":0.0,""completion_tokens_sum"":-5.0,""eligible_output_rate_median"":-24.103288731990837,""panel"":4,""prompt_tokens_sum"":-5.0,""request_latency_median"":5.7647475661942735,""settled_cost_usd_sum"":-3.4000000000006247e-06,""success_rate"":0.0,""ttft_median"":-0.8955555169377476},{""cache_read_tokens_sum"":0.0,""completion_tokens_sum"":1.0,""eligible_output_rate_median"":-11.70247060597499,""panel"":5,""prompt_tokens_sum"":-5.0,""request_latency_median"":1.1579093078617007,""settled_cost_usd_sum"":-3.999999999976245e-07,""success_rate"":0.0,""ttft_median"":-1.4441055359784514},{""cache_read_tokens_sum"":0.0,""completion_tokens_sum"":-7.0,""eligible_output_rate_median"":-29.812764066928843,""panel"":6,""prompt_tokens_sum"":-9.0,""request_latency_median"":6.633681140956469,""settled_cost_usd_sum"":-5.120000000000818e-06,""success_rate"":0.0,""ttft_median"":-0.7065436879638582}]",gemma-4-31B-it,mixed
panel_unique_cold minus stable_exact_prompt,structured:in1024:out512,0.0,0.0,0.0,epoch/block-bootstrap-percentile,7,tokens,25.0,30.0,7.0,epoch/block-bootstrap-percentile,7,tokens,-2.1042304487970505,4.47465510331968,-43.765448624320726,epoch/block-bootstrap-percentile,6,tokens/second,7,-1.0,0.0,-2.0,epoch/block-bootstrap-percentile,7,tokens,0.4576878379448317,39.578622292436194,-0.08578880649292842,epoch/block-bootstrap-percentile,6,seconds,3.5000000000000038e-06,1.4639999999999982e-05,-5.359999999999989e-06,epoch/block-bootstrap-percentile,7,USD,0.0,0.0,0.0,epoch/block-bootstrap-percentile,7,proportion,0.0015352374175563455,31.238493365992326,-0.1248877770267427,epoch/block-bootstrap-percentile,6,seconds,"[{""cache_read_tokens_sum"":0.0,""completion_tokens_sum"":30.0,""eligible_output_rate_median"":-35.21640502996913,""panel"":0,""prompt_tokens_sum"":-2.0,""request_latency_median"":33.263985905912705,""settled_cost_usd_sum"":1.4639999999999982e-05,""success_rate"":0.0,""ttft_median"":25.235379231977277},{""cache_read_tokens_sum"":0.0,""completion_tokens_sum"":25.0,""eligible_output_rate_median"":8.59582483303786,""panel"":1,""prompt_tokens_sum"":-1.0,""request_latency_median"":0.05585310189053416,""settled_cost_usd_sum"":1.2320000000000018e-05,""success_rate"":0.0,""ttft_median"":-0.10671080008614808},{""cache_read_tokens_sum"":0.0,""completion_tokens_sum"":-10.0,""eligible_output_rate_median"":-2.5593891844583183,""panel"":2,""prompt_tokens_sum"":-2.0,""request_latency_median"":-0.227430714876391,""settled_cost_usd_sum"":-5.359999999999989e-06,""success_rate"":0.0,""ttft_median"":-0.11761320603545755},{""cache_read_tokens_sum"":0.0,""completion_tokens_sum"":7.0,""eligible_output_rate_median"":-1.6490717131357826,""panel"":3,""prompt_tokens_sum"":0.0,""request_latency_median"":0.3632299628807232,""settled_cost_usd_sum"":3.5000000000000038e-06,""success_rate"":0.0,""ttft_median"":0.10978127492126077},{""cache_read_tokens_sum"":0.0,""completion_tokens_sum"":30.0,""eligible_output_rate_median"":0.3534853736015009,""panel"":4,""prompt_tokens_sum"":-1.0,""request_latency_median"":0.5521457130089402,""settled_cost_usd_sum"":1.4819999999999997e-05,""success_rate"":0.0,""ttft_median"":-0.13216234801802784},{""cache_read_tokens_sum"":0.0,""completion_tokens_sum"":80.0,""eligible_output_rate_median"":null,""panel"":5,""prompt_tokens_sum"":1059.0,""request_latency_median"":null,""settled_cost_usd_sum"":-0.00183834,""success_rate"":1.0,""ttft_median"":null},{""cache_read_tokens_sum"":0.0,""completion_tokens_sum"":7.0,""eligible_output_rate_median"":-52.31449221867232,""panel"":6,""prompt_tokens_sum"":-1.0,""request_latency_median"":45.89325867895968,""settled_cost_usd_sum"":3.3199999999999885e-06,""success_rate"":0.0,""ttft_median"":37.241607500007376}]",gemma-4-31B-it,mixed
