cell_id,plan_cell_id,planned_disposition,reason,route_id,state,suite,updated_at_utc
short_long:confirmation_separator:in256:out4096:aimd-glm-5.2-short_long-separator-0,load_epoch:aimd-glm-5.2-short_long-separator-0,required,time_guard,glm-5.2,time_censored,load,2026-08-28T12:35:38.031921Z
short_long:confirmation_separator:in256:out4096:aimd-glm-5.2-short_long-separator-1,load_epoch:aimd-glm-5.2-short_long-separator-1,required,time_guard,glm-5.2,time_censored,load,2026-08-28T12:35:38.031921Z
short_long:confirmation_separator:in256:out4096:aimd-glm-5.2-short_long-separator-stage-1-0,load_epoch:aimd-glm-5.2-short_long-separator-stage-1-0,conditional_on_prior_confirmation_failure,time_guard,glm-5.2,time_censored,load,2026-08-28T12:35:38.031921Z
short_long:confirmation_separator:in256:out4096:aimd-glm-5.2-short_long-separator-stage-1-1,load_epoch:aimd-glm-5.2-short_long-separator-stage-1-1,conditional_on_prior_confirmation_failure,time_guard,glm-5.2,time_censored,load,2026-08-28T12:35:38.031921Z
short_long:recovery_after_observed_overload:in256:out4096:aimd-glm-5.2-short_long-recovery,load_epoch:aimd-glm-5.2-short_long-recovery,conditional_on_overload,time_guard,glm-5.2,time_censored,load,2026-08-28T12:35:38.031921Z
short_short:aimd:in256:out128:aimd-glm-5.2-short_short-000,load_epoch:aimd-glm-5.2-short_short-000,required,measured_unhealthy_at_all_baseline_rates,glm-5.2,not_applicable,load,2026-08-28T10:09:47.149766Z
short_short:aimd:in256:out128:aimd-glm-5.2-short_short-001,load_epoch:aimd-glm-5.2-short_short-001,required,measured_unhealthy_at_all_baseline_rates,glm-5.2,not_applicable,load,2026-08-28T10:09:47.151625Z
short_short:aimd:in256:out128:aimd-glm-5.2-short_short-002,load_epoch:aimd-glm-5.2-short_short-002,required,measured_unhealthy_at_all_baseline_rates,glm-5.2,not_applicable,load,2026-08-28T10:09:47.153495Z
short_short:aimd:in256:out128:aimd-glm-5.2-short_short-003,load_epoch:aimd-glm-5.2-short_short-003,required,measured_unhealthy_at_all_baseline_rates,glm-5.2,not_applicable,load,2026-08-28T10:09:47.155389Z
short_short:aimd:in256:out128:aimd-glm-5.2-short_short-004,load_epoch:aimd-glm-5.2-short_short-004,required,measured_unhealthy_at_all_baseline_rates,glm-5.2,not_applicable,load,2026-08-28T10:09:47.157109Z
short_short:aimd:in256:out128:aimd-glm-5.2-short_short-005,load_epoch:aimd-glm-5.2-short_short-005,required,measured_unhealthy_at_all_baseline_rates,glm-5.2,not_applicable,load,2026-08-28T10:09:47.158790Z
short_short:aimd:in256:out128:aimd-glm-5.2-short_short-006,load_epoch:aimd-glm-5.2-short_short-006,required,measured_unhealthy_at_all_baseline_rates,glm-5.2,not_applicable,load,2026-08-28T10:09:47.160249Z
short_short:aimd:in256:out128:aimd-glm-5.2-short_short-007,load_epoch:aimd-glm-5.2-short_short-007,required,measured_unhealthy_at_all_baseline_rates,glm-5.2,not_applicable,load,2026-08-28T10:09:47.162077Z
short_short:aimd:in256:out128:aimd-glm-5.2-short_short-008,load_epoch:aimd-glm-5.2-short_short-008,required,measured_unhealthy_at_all_baseline_rates,glm-5.2,not_applicable,load,2026-08-28T10:09:47.163639Z
short_short:baseline:in256:out128:aimd-glm-5.2-short_short-baseline,load_epoch:aimd-glm-5.2-short_short-baseline,required,,glm-5.2,completed,load,2026-08-28T10:07:47.019847Z
short_short:baseline:in256:out128:aimd-glm-5.2-short_short-baseline-attempt-1,load_epoch:aimd-glm-5.2-short_short-baseline-attempt-1,conditional_on_prior_baseline_failure,,glm-5.2,completed,load,2026-08-28T10:08:27.132901Z
short_short:baseline:in256:out128:aimd-glm-5.2-short_short-baseline-attempt-2,load_epoch:aimd-glm-5.2-short_short-baseline-attempt-2,conditional_on_prior_baseline_failure,,glm-5.2,completed,load,2026-08-28T10:09:47.143778Z
short_short:confirmation:in256:out128:aimd-glm-5.2-short_short-confirm-0,load_epoch:aimd-glm-5.2-short_short-confirm-0,required,measured_unhealthy_at_all_baseline_rates,glm-5.2,not_applicable,load,2026-08-28T10:09:47.165192Z
short_short:confirmation:in256:out128:aimd-glm-5.2-short_short-confirm-1,load_epoch:aimd-glm-5.2-short_short-confirm-1,required,measured_unhealthy_at_all_baseline_rates,glm-5.2,not_applicable,load,2026-08-28T10:09:47.166939Z
short_short:confirmation:in256:out128:aimd-glm-5.2-short_short-confirm-2,load_epoch:aimd-glm-5.2-short_short-confirm-2,required,measured_unhealthy_at_all_baseline_rates,glm-5.2,not_applicable,load,2026-08-28T10:09:47.168669Z
short_short:confirmation:in256:out128:aimd-glm-5.2-short_short-confirm-stage-1-0,load_epoch:aimd-glm-5.2-short_short-confirm-stage-1-0,conditional_on_prior_confirmation_failure,measured_unhealthy_at_all_baseline_rates,glm-5.2,not_applicable,load,2026-08-28T10:09:47.170433Z
short_short:confirmation:in256:out128:aimd-glm-5.2-short_short-confirm-stage-1-1,load_epoch:aimd-glm-5.2-short_short-confirm-stage-1-1,conditional_on_prior_confirmation_failure,measured_unhealthy_at_all_baseline_rates,glm-5.2,not_applicable,load,2026-08-28T10:09:47.172165Z
short_short:confirmation:in256:out128:aimd-glm-5.2-short_short-confirm-stage-1-2,load_epoch:aimd-glm-5.2-short_short-confirm-stage-1-2,conditional_on_prior_confirmation_failure,measured_unhealthy_at_all_baseline_rates,glm-5.2,not_applicable,load,2026-08-28T10:09:47.174427Z
short_short:confirmation_separator:in256:out128:aimd-glm-5.2-short_short-separator-0,load_epoch:aimd-glm-5.2-short_short-separator-0,required,measured_unhealthy_at_all_baseline_rates,glm-5.2,not_applicable,load,2026-08-28T10:09:47.176205Z
short_short:confirmation_separator:in256:out128:aimd-glm-5.2-short_short-separator-1,load_epoch:aimd-glm-5.2-short_short-separator-1,required,measured_unhealthy_at_all_baseline_rates,glm-5.2,not_applicable,load,2026-08-28T10:09:47.177884Z
short_short:confirmation_separator:in256:out128:aimd-glm-5.2-short_short-separator-stage-1-0,load_epoch:aimd-glm-5.2-short_short-separator-stage-1-0,conditional_on_prior_confirmation_failure,measured_unhealthy_at_all_baseline_rates,glm-5.2,not_applicable,load,2026-08-28T10:09:47.179542Z
short_short:confirmation_separator:in256:out128:aimd-glm-5.2-short_short-separator-stage-1-1,load_epoch:aimd-glm-5.2-short_short-separator-stage-1-1,conditional_on_prior_confirmation_failure,measured_unhealthy_at_all_baseline_rates,glm-5.2,not_applicable,load,2026-08-28T10:09:47.181135Z
short_short:recovery_after_observed_overload:in256:out128:aimd-glm-5.2-short_short-recovery,load_epoch:aimd-glm-5.2-short_short-recovery,conditional_on_overload,measured_unhealthy_at_all_baseline_rates,glm-5.2,not_applicable,load,2026-08-28T10:09:47.182688Z
long_short:aimd:in100000:out128:aimd-kimi-k3-long_short-000,load_epoch:aimd-kimi-k3-long_short-000,required,time_guard,kimi-k3,time_censored,load,2026-08-28T12:35:38.031921Z
long_short:aimd:in100000:out128:aimd-kimi-k3-long_short-001,load_epoch:aimd-kimi-k3-long_short-001,required,time_guard,kimi-k3,time_censored,load,2026-08-28T12:35:38.031921Z
long_short:aimd:in100000:out128:aimd-kimi-k3-long_short-002,load_epoch:aimd-kimi-k3-long_short-002,required,time_guard,kimi-k3,time_censored,load,2026-08-28T12:35:38.031921Z
long_short:aimd:in100000:out128:aimd-kimi-k3-long_short-003,load_epoch:aimd-kimi-k3-long_short-003,required,time_guard,kimi-k3,time_censored,load,2026-08-28T12:35:38.031921Z
long_short:aimd:in100000:out128:aimd-kimi-k3-long_short-004,load_epoch:aimd-kimi-k3-long_short-004,required,time_guard,kimi-k3,time_censored,load,2026-08-28T12:35:38.031921Z
long_short:aimd:in100000:out128:aimd-kimi-k3-long_short-005,load_epoch:aimd-kimi-k3-long_short-005,required,time_guard,kimi-k3,time_censored,load,2026-08-28T12:35:38.031921Z
long_short:aimd:in100000:out128:aimd-kimi-k3-long_short-006,load_epoch:aimd-kimi-k3-long_short-006,required,time_guard,kimi-k3,time_censored,load,2026-08-28T12:35:38.031921Z
long_short:aimd:in100000:out128:aimd-kimi-k3-long_short-007,load_epoch:aimd-kimi-k3-long_short-007,required,time_guard,kimi-k3,time_censored,load,2026-08-28T12:35:38.031921Z
long_short:aimd:in100000:out128:aimd-kimi-k3-long_short-008,load_epoch:aimd-kimi-k3-long_short-008,required,time_guard,kimi-k3,time_censored,load,2026-08-28T12:35:38.031921Z
long_short:baseline:in100000:out128:aimd-kimi-k3-long_short-baseline,load_epoch:aimd-kimi-k3-long_short-baseline,required,time_guard,kimi-k3,time_censored,load,2026-08-28T12:35:38.031921Z
long_short:baseline:in100000:out128:aimd-kimi-k3-long_short-baseline-attempt-1,load_epoch:aimd-kimi-k3-long_short-baseline-attempt-1,conditional_on_prior_baseline_failure,time_guard,kimi-k3,time_censored,load,2026-08-28T12:35:38.031921Z
long_short:baseline:in100000:out128:aimd-kimi-k3-long_short-baseline-attempt-2,load_epoch:aimd-kimi-k3-long_short-baseline-attempt-2,conditional_on_prior_baseline_failure,time_guard,kimi-k3,time_censored,load,2026-08-28T12:35:38.031921Z
long_short:confirmation:in100000:out128:aimd-kimi-k3-long_short-confirm-0,load_epoch:aimd-kimi-k3-long_short-confirm-0,required,time_guard,kimi-k3,time_censored,load,2026-08-28T12:35:38.031921Z
long_short:confirmation:in100000:out128:aimd-kimi-k3-long_short-confirm-1,load_epoch:aimd-kimi-k3-long_short-confirm-1,required,time_guard,kimi-k3,time_censored,load,2026-08-28T12:35:38.031921Z
long_short:confirmation:in100000:out128:aimd-kimi-k3-long_short-confirm-2,load_epoch:aimd-kimi-k3-long_short-confirm-2,required,time_guard,kimi-k3,time_censored,load,2026-08-28T12:35:38.031921Z
long_short:confirmation:in100000:out128:aimd-kimi-k3-long_short-confirm-stage-1-0,load_epoch:aimd-kimi-k3-long_short-confirm-stage-1-0,conditional_on_prior_confirmation_failure,time_guard,kimi-k3,time_censored,load,2026-08-28T12:35:38.031921Z
long_short:confirmation:in100000:out128:aimd-kimi-k3-long_short-confirm-stage-1-1,load_epoch:aimd-kimi-k3-long_short-confirm-stage-1-1,conditional_on_prior_confirmation_failure,time_guard,kimi-k3,time_censored,load,2026-08-28T12:35:38.031921Z
long_short:confirmation:in100000:out128:aimd-kimi-k3-long_short-confirm-stage-1-2,load_epoch:aimd-kimi-k3-long_short-confirm-stage-1-2,conditional_on_prior_confirmation_failure,time_guard,kimi-k3,time_censored,load,2026-08-28T12:35:38.031921Z
long_short:confirmation_separator:in100000:out128:aimd-kimi-k3-long_short-separator-0,load_epoch:aimd-kimi-k3-long_short-separator-0,required,time_guard,kimi-k3,time_censored,load,2026-08-28T12:35:38.031921Z
long_short:confirmation_separator:in100000:out128:aimd-kimi-k3-long_short-separator-1,load_epoch:aimd-kimi-k3-long_short-separator-1,required,time_guard,kimi-k3,time_censored,load,2026-08-28T12:35:38.031921Z
long_short:confirmation_separator:in100000:out128:aimd-kimi-k3-long_short-separator-stage-1-0,load_epoch:aimd-kimi-k3-long_short-separator-stage-1-0,conditional_on_prior_confirmation_failure,time_guard,kimi-k3,time_censored,load,2026-08-28T12:35:38.031921Z
long_short:confirmation_separator:in100000:out128:aimd-kimi-k3-long_short-separator-stage-1-1,load_epoch:aimd-kimi-k3-long_short-separator-stage-1-1,conditional_on_prior_confirmation_failure,time_guard,kimi-k3,time_censored,load,2026-08-28T12:35:38.031921Z
long_short:recovery_after_observed_overload:in100000:out128:aimd-kimi-k3-long_short-recovery,load_epoch:aimd-kimi-k3-long_short-recovery,conditional_on_overload,time_guard,kimi-k3,time_censored,load,2026-08-28T12:35:38.031921Z
mixed:aimd:in100000:out128:aimd-kimi-k3-mixed-003,load_epoch:aimd-kimi-k3-mixed-003,required,measured_unhealthy_at_all_baseline_rates,kimi-k3,not_applicable,load,2026-08-28T10:29:54.207023Z
mixed:aimd:in100000:out128:aimd-kimi-k3-mixed-007,load_epoch:aimd-kimi-k3-mixed-007,required,measured_unhealthy_at_all_baseline_rates,kimi-k3,not_applicable,load,2026-08-28T10:29:54.220520Z
mixed:aimd:in100000:out128:aimd-kimi-k3-mixed-008,load_epoch:aimd-kimi-k3-mixed-008,required,measured_unhealthy_at_all_baseline_rates,kimi-k3,not_applicable,load,2026-08-28T10:29:54.222484Z
mixed:aimd:in1024:out512:aimd-kimi-k3-mixed-004,load_epoch:aimd-kimi-k3-mixed-004,required,measured_unhealthy_at_all_baseline_rates,kimi-k3,not_applicable,load,2026-08-28T10:29:54.209283Z
mixed:aimd:in1024:out512:aimd-kimi-k3-mixed-006,load_epoch:aimd-kimi-k3-mixed-006,required,measured_unhealthy_at_all_baseline_rates,kimi-k3,not_applicable,load,2026-08-28T10:29:54.215645Z
mixed:aimd:in256:out128:aimd-kimi-k3-mixed-000,load_epoch:aimd-kimi-k3-mixed-000,required,measured_unhealthy_at_all_baseline_rates,kimi-k3,not_applicable,load,2026-08-28T10:29:54.200486Z
mixed:aimd:in256:out128:aimd-kimi-k3-mixed-002,load_epoch:aimd-kimi-k3-mixed-002,required,measured_unhealthy_at_all_baseline_rates,kimi-k3,not_applicable,load,2026-08-28T10:29:54.205068Z
mixed:aimd:in256:out4096:aimd-kimi-k3-mixed-001,load_epoch:aimd-kimi-k3-mixed-001,required,measured_unhealthy_at_all_baseline_rates,kimi-k3,not_applicable,load,2026-08-28T10:29:54.202811Z
mixed:aimd:in256:out4096:aimd-kimi-k3-mixed-005,load_epoch:aimd-kimi-k3-mixed-005,required,measured_unhealthy_at_all_baseline_rates,kimi-k3,not_applicable,load,2026-08-28T10:29:54.213496Z
mixed:baseline:in100000:out128:aimd-kimi-k3-mixed-baseline,load_epoch:aimd-kimi-k3-mixed-baseline,required,,kimi-k3,completed,load,2026-08-28T10:24:05.473187Z
mixed:baseline:in1024:out512:aimd-kimi-k3-mixed-baseline-attempt-1,load_epoch:aimd-kimi-k3-mixed-baseline-attempt-1,conditional_on_prior_baseline_failure,,kimi-k3,completed,load,2026-08-28T10:26:39.577904Z
mixed:baseline:in256:out128:aimd-kimi-k3-mixed-baseline-attempt-2,load_epoch:aimd-kimi-k3-mixed-baseline-attempt-2,conditional_on_prior_baseline_failure,,kimi-k3,completed,load,2026-08-28T10:29:54.193521Z
mixed:confirmation:in100000:out128:aimd-kimi-k3-mixed-confirm-stage-1-1,load_epoch:aimd-kimi-k3-mixed-confirm-stage-1-1,conditional_on_prior_confirmation_failure,measured_unhealthy_at_all_baseline_rates,kimi-k3,not_applicable,load,2026-08-28T10:29:54.233025Z
mixed:confirmation:in256:out128:aimd-kimi-k3-mixed-confirm-0,load_epoch:aimd-kimi-k3-mixed-confirm-0,required,measured_unhealthy_at_all_baseline_rates,kimi-k3,not_applicable,load,2026-08-28T10:29:54.224489Z
mixed:confirmation:in256:out128:aimd-kimi-k3-mixed-confirm-1,load_epoch:aimd-kimi-k3-mixed-confirm-1,required,measured_unhealthy_at_all_baseline_rates,kimi-k3,not_applicable,load,2026-08-28T10:29:54.226873Z
mixed:confirmation:in256:out128:aimd-kimi-k3-mixed-confirm-2,load_epoch:aimd-kimi-k3-mixed-confirm-2,required,measured_unhealthy_at_all_baseline_rates,kimi-k3,not_applicable,load,2026-08-28T10:29:54.228892Z
mixed:confirmation:in256:out4096:aimd-kimi-k3-mixed-confirm-stage-1-0,load_epoch:aimd-kimi-k3-mixed-confirm-stage-1-0,conditional_on_prior_confirmation_failure,measured_unhealthy_at_all_baseline_rates,kimi-k3,not_applicable,load,2026-08-28T10:29:54.230954Z
mixed:confirmation:in256:out4096:aimd-kimi-k3-mixed-confirm-stage-1-2,load_epoch:aimd-kimi-k3-mixed-confirm-stage-1-2,conditional_on_prior_confirmation_failure,measured_unhealthy_at_all_baseline_rates,kimi-k3,not_applicable,load,2026-08-28T10:29:54.235213Z
mixed:confirmation_separator:in1024:out512:aimd-kimi-k3-mixed-separator-stage-1-0,load_epoch:aimd-kimi-k3-mixed-separator-stage-1-0,conditional_on_prior_confirmation_failure,measured_unhealthy_at_all_baseline_rates,kimi-k3,not_applicable,load,2026-08-28T10:29:54.242543Z
mixed:confirmation_separator:in256:out4096:aimd-kimi-k3-mixed-separator-0,load_epoch:aimd-kimi-k3-mixed-separator-0,required,measured_unhealthy_at_all_baseline_rates,kimi-k3,not_applicable,load,2026-08-28T10:29:54.237395Z
mixed:confirmation_separator:in256:out4096:aimd-kimi-k3-mixed-separator-1,load_epoch:aimd-kimi-k3-mixed-separator-1,required,measured_unhealthy_at_all_baseline_rates,kimi-k3,not_applicable,load,2026-08-28T10:29:54.240458Z
mixed:confirmation_separator:in256:out4096:aimd-kimi-k3-mixed-separator-stage-1-1,load_epoch:aimd-kimi-k3-mixed-separator-stage-1-1,conditional_on_prior_confirmation_failure,measured_unhealthy_at_all_baseline_rates,kimi-k3,not_applicable,load,2026-08-28T10:29:54.247209Z
mixed:recovery_after_observed_overload:in256:out128:aimd-kimi-k3-mixed-recovery,load_epoch:aimd-kimi-k3-mixed-recovery,conditional_on_overload,measured_unhealthy_at_all_baseline_rates,kimi-k3,not_applicable,load,2026-08-28T10:29:54.249215Z
short_long:aimd:in256:out4096:aimd-kimi-k3-short_long-000,load_epoch:aimd-kimi-k3-short_long-000,required,time_guard,kimi-k3,time_censored,load,2026-08-28T12:35:38.031921Z
short_long:aimd:in256:out4096:aimd-kimi-k3-short_long-001,load_epoch:aimd-kimi-k3-short_long-001,required,time_guard,kimi-k3,time_censored,load,2026-08-28T12:35:38.031921Z
short_long:aimd:in256:out4096:aimd-kimi-k3-short_long-002,load_epoch:aimd-kimi-k3-short_long-002,required,time_guard,kimi-k3,time_censored,load,2026-08-28T12:35:38.031921Z
short_long:aimd:in256:out4096:aimd-kimi-k3-short_long-003,load_epoch:aimd-kimi-k3-short_long-003,required,time_guard,kimi-k3,time_censored,load,2026-08-28T12:35:38.031921Z
short_long:aimd:in256:out4096:aimd-kimi-k3-short_long-004,load_epoch:aimd-kimi-k3-short_long-004,required,time_guard,kimi-k3,time_censored,load,2026-08-28T12:35:38.031921Z
short_long:aimd:in256:out4096:aimd-kimi-k3-short_long-005,load_epoch:aimd-kimi-k3-short_long-005,required,time_guard,kimi-k3,time_censored,load,2026-08-28T12:35:38.031921Z
short_long:aimd:in256:out4096:aimd-kimi-k3-short_long-006,load_epoch:aimd-kimi-k3-short_long-006,required,time_guard,kimi-k3,time_censored,load,2026-08-28T12:35:38.031921Z
short_long:aimd:in256:out4096:aimd-kimi-k3-short_long-007,load_epoch:aimd-kimi-k3-short_long-007,required,time_guard,kimi-k3,time_censored,load,2026-08-28T12:35:38.031921Z
short_long:aimd:in256:out4096:aimd-kimi-k3-short_long-008,load_epoch:aimd-kimi-k3-short_long-008,required,time_guard,kimi-k3,time_censored,load,2026-08-28T12:35:38.031921Z
short_long:baseline:in256:out4096:aimd-kimi-k3-short_long-baseline,load_epoch:aimd-kimi-k3-short_long-baseline,required,time_guard,kimi-k3,time_censored,load,2026-08-28T12:35:38.031921Z
short_long:baseline:in256:out4096:aimd-kimi-k3-short_long-baseline-attempt-1,load_epoch:aimd-kimi-k3-short_long-baseline-attempt-1,conditional_on_prior_baseline_failure,time_guard,kimi-k3,time_censored,load,2026-08-28T12:35:38.031921Z
short_long:baseline:in256:out4096:aimd-kimi-k3-short_long-baseline-attempt-2,load_epoch:aimd-kimi-k3-short_long-baseline-attempt-2,conditional_on_prior_baseline_failure,time_guard,kimi-k3,time_censored,load,2026-08-28T12:35:38.031921Z
short_long:confirmation:in256:out4096:aimd-kimi-k3-short_long-confirm-0,load_epoch:aimd-kimi-k3-short_long-confirm-0,required,time_guard,kimi-k3,time_censored,load,2026-08-28T12:35:38.031921Z
short_long:confirmation:in256:out4096:aimd-kimi-k3-short_long-confirm-1,load_epoch:aimd-kimi-k3-short_long-confirm-1,required,time_guard,kimi-k3,time_censored,load,2026-08-28T12:35:38.031921Z
short_long:confirmation:in256:out4096:aimd-kimi-k3-short_long-confirm-2,load_epoch:aimd-kimi-k3-short_long-confirm-2,required,time_guard,kimi-k3,time_censored,load,2026-08-28T12:35:38.031921Z
short_long:confirmation:in256:out4096:aimd-kimi-k3-short_long-confirm-stage-1-0,load_epoch:aimd-kimi-k3-short_long-confirm-stage-1-0,conditional_on_prior_confirmation_failure,time_guard,kimi-k3,time_censored,load,2026-08-28T12:35:38.031921Z
short_long:confirmation:in256:out4096:aimd-kimi-k3-short_long-confirm-stage-1-1,load_epoch:aimd-kimi-k3-short_long-confirm-stage-1-1,conditional_on_prior_confirmation_failure,time_guard,kimi-k3,time_censored,load,2026-08-28T12:35:38.031921Z
short_long:confirmation:in256:out4096:aimd-kimi-k3-short_long-confirm-stage-1-2,load_epoch:aimd-kimi-k3-short_long-confirm-stage-1-2,conditional_on_prior_confirmation_failure,time_guard,kimi-k3,time_censored,load,2026-08-28T12:35:38.031921Z
short_long:confirmation_separator:in256:out4096:aimd-kimi-k3-short_long-separator-0,load_epoch:aimd-kimi-k3-short_long-separator-0,required,time_guard,kimi-k3,time_censored,load,2026-08-28T12:35:38.031921Z
short_long:confirmation_separator:in256:out4096:aimd-kimi-k3-short_long-separator-1,load_epoch:aimd-kimi-k3-short_long-separator-1,required,time_guard,kimi-k3,time_censored,load,2026-08-28T12:35:38.031921Z
short_long:confirmation_separator:in256:out4096:aimd-kimi-k3-short_long-separator-stage-1-0,load_epoch:aimd-kimi-k3-short_long-separator-stage-1-0,conditional_on_prior_confirmation_failure,time_guard,kimi-k3,time_censored,load,2026-08-28T12:35:38.031921Z
short_long:confirmation_separator:in256:out4096:aimd-kimi-k3-short_long-separator-stage-1-1,load_epoch:aimd-kimi-k3-short_long-separator-stage-1-1,conditional_on_prior_confirmation_failure,time_guard,kimi-k3,time_censored,load,2026-08-28T12:35:38.031921Z
short_long:recovery_after_observed_overload:in256:out4096:aimd-kimi-k3-short_long-recovery,load_epoch:aimd-kimi-k3-short_long-recovery,conditional_on_overload,time_guard,kimi-k3,time_censored,load,2026-08-28T12:35:38.031921Z
short_short:aimd:in256:out128:aimd-kimi-k3-short_short-000,load_epoch:aimd-kimi-k3-short_short-000,required,measured_unhealthy_at_all_baseline_rates,kimi-k3,not_applicable,load,2026-08-28T09:03:35.884074Z
short_short:aimd:in256:out128:aimd-kimi-k3-short_short-001,load_epoch:aimd-kimi-k3-short_short-001,required,measured_unhealthy_at_all_baseline_rates,kimi-k3,not_applicable,load,2026-08-28T09:03:35.886276Z
short_short:aimd:in256:out128:aimd-kimi-k3-short_short-002,load_epoch:aimd-kimi-k3-short_short-002,required,measured_unhealthy_at_all_baseline_rates,kimi-k3,not_applicable,load,2026-08-28T09:03:35.888461Z
short_short:aimd:in256:out128:aimd-kimi-k3-short_short-003,load_epoch:aimd-kimi-k3-short_short-003,required,measured_unhealthy_at_all_baseline_rates,kimi-k3,not_applicable,load,2026-08-28T09:03:35.890495Z
short_short:aimd:in256:out128:aimd-kimi-k3-short_short-004,load_epoch:aimd-kimi-k3-short_short-004,required,measured_unhealthy_at_all_baseline_rates,kimi-k3,not_applicable,load,2026-08-28T09:03:35.892513Z
short_short:aimd:in256:out128:aimd-kimi-k3-short_short-005,load_epoch:aimd-kimi-k3-short_short-005,required,measured_unhealthy_at_all_baseline_rates,kimi-k3,not_applicable,load,2026-08-28T09:03:35.894721Z
short_short:aimd:in256:out128:aimd-kimi-k3-short_short-006,load_epoch:aimd-kimi-k3-short_short-006,required,measured_unhealthy_at_all_baseline_rates,kimi-k3,not_applicable,load,2026-08-28T09:03:35.896717Z
short_short:aimd:in256:out128:aimd-kimi-k3-short_short-007,load_epoch:aimd-kimi-k3-short_short-007,required,measured_unhealthy_at_all_baseline_rates,kimi-k3,not_applicable,load,2026-08-28T09:03:35.898899Z
short_short:aimd:in256:out128:aimd-kimi-k3-short_short-008,load_epoch:aimd-kimi-k3-short_short-008,required,measured_unhealthy_at_all_baseline_rates,kimi-k3,not_applicable,load,2026-08-28T09:03:35.901147Z
short_short:baseline:in256:out128:aimd-kimi-k3-short_short-baseline,load_epoch:aimd-kimi-k3-short_short-baseline,required,,kimi-k3,completed,load,2026-08-28T09:01:32.464119Z
short_short:baseline:in256:out128:aimd-kimi-k3-short_short-baseline-attempt-1,load_epoch:aimd-kimi-k3-short_short-baseline-attempt-1,conditional_on_prior_baseline_failure,,kimi-k3,completed,load,2026-08-28T09:02:13.750710Z
short_short:baseline:in256:out128:aimd-kimi-k3-short_short-baseline-attempt-2,load_epoch:aimd-kimi-k3-short_short-baseline-attempt-2,conditional_on_prior_baseline_failure,,kimi-k3,completed,load,2026-08-28T09:03:35.877700Z
short_short:confirmation:in256:out128:aimd-kimi-k3-short_short-confirm-0,load_epoch:aimd-kimi-k3-short_short-confirm-0,required,measured_unhealthy_at_all_baseline_rates,kimi-k3,not_applicable,load,2026-08-28T09:03:35.903108Z
short_short:confirmation:in256:out128:aimd-kimi-k3-short_short-confirm-1,load_epoch:aimd-kimi-k3-short_short-confirm-1,required,measured_unhealthy_at_all_baseline_rates,kimi-k3,not_applicable,load,2026-08-28T09:03:35.904974Z
short_short:confirmation:in256:out128:aimd-kimi-k3-short_short-confirm-2,load_epoch:aimd-kimi-k3-short_short-confirm-2,required,measured_unhealthy_at_all_baseline_rates,kimi-k3,not_applicable,load,2026-08-28T09:03:35.907044Z
short_short:confirmation:in256:out128:aimd-kimi-k3-short_short-confirm-stage-1-0,load_epoch:aimd-kimi-k3-short_short-confirm-stage-1-0,conditional_on_prior_confirmation_failure,measured_unhealthy_at_all_baseline_rates,kimi-k3,not_applicable,load,2026-08-28T09:03:35.909154Z
short_short:confirmation:in256:out128:aimd-kimi-k3-short_short-confirm-stage-1-1,load_epoch:aimd-kimi-k3-short_short-confirm-stage-1-1,conditional_on_prior_confirmation_failure,measured_unhealthy_at_all_baseline_rates,kimi-k3,not_applicable,load,2026-08-28T09:03:35.911003Z
short_short:confirmation:in256:out128:aimd-kimi-k3-short_short-confirm-stage-1-2,load_epoch:aimd-kimi-k3-short_short-confirm-stage-1-2,conditional_on_prior_confirmation_failure,measured_unhealthy_at_all_baseline_rates,kimi-k3,not_applicable,load,2026-08-28T09:03:35.912829Z
short_short:confirmation_separator:in256:out128:aimd-kimi-k3-short_short-separator-0,load_epoch:aimd-kimi-k3-short_short-separator-0,required,measured_unhealthy_at_all_baseline_rates,kimi-k3,not_applicable,load,2026-08-28T09:03:35.914682Z
short_short:confirmation_separator:in256:out128:aimd-kimi-k3-short_short-separator-1,load_epoch:aimd-kimi-k3-short_short-separator-1,required,measured_unhealthy_at_all_baseline_rates,kimi-k3,not_applicable,load,2026-08-28T09:03:35.916710Z
short_short:confirmation_separator:in256:out128:aimd-kimi-k3-short_short-separator-stage-1-0,load_epoch:aimd-kimi-k3-short_short-separator-stage-1-0,conditional_on_prior_confirmation_failure,measured_unhealthy_at_all_baseline_rates,kimi-k3,not_applicable,load,2026-08-28T09:03:35.918775Z
short_short:confirmation_separator:in256:out128:aimd-kimi-k3-short_short-separator-stage-1-1,load_epoch:aimd-kimi-k3-short_short-separator-stage-1-1,conditional_on_prior_confirmation_failure,measured_unhealthy_at_all_baseline_rates,kimi-k3,not_applicable,load,2026-08-28T09:03:35.920936Z
short_short:recovery_after_observed_overload:in256:out128:aimd-kimi-k3-short_short-recovery,load_epoch:aimd-kimi-k3-short_short-recovery,conditional_on_overload,measured_unhealthy_at_all_baseline_rates,kimi-k3,not_applicable,load,2026-08-28T09:03:35.923106Z
long_short:aimd:in100000:out128:aimd-mimo-v2.5-pro-long_short-000,load_epoch:aimd-mimo-v2.5-pro-long_short-000,required,time_guard,mimo-v2.5-pro,time_censored,load,2026-08-28T12:35:38.031921Z
