cell_id,plan_cell_id,planned_disposition,reason,route_id,state,suite,updated_at_utc
mixed:confirmation_separator:in1024:out512:aimd-minimax-m2.5-mixed-separator-stage-1-0,load_epoch:aimd-minimax-m2.5-mixed-separator-stage-1-0,conditional_on_prior_confirmation_failure,time_guard,minimax-m2.5,time_censored,load,2026-08-28T12:35:38.031921Z
mixed:confirmation_separator:in256:out128:aimd-minimax-m2.5-mixed-separator-stage-1-1,load_epoch:aimd-minimax-m2.5-mixed-separator-stage-1-1,conditional_on_prior_confirmation_failure,time_guard,minimax-m2.5,time_censored,load,2026-08-28T12:35:38.031921Z
mixed:confirmation_separator:in256:out4096:aimd-minimax-m2.5-mixed-separator-1,load_epoch:aimd-minimax-m2.5-mixed-separator-1,required,time_guard,minimax-m2.5,time_censored,load,2026-08-28T12:35:38.031921Z
mixed:recovery_after_observed_overload:in256:out4096:aimd-minimax-m2.5-mixed-recovery,load_epoch:aimd-minimax-m2.5-mixed-recovery,conditional_on_overload,time_guard,minimax-m2.5,time_censored,load,2026-08-28T12:35:38.031921Z
short_long:aimd:in256:out4096:aimd-minimax-m2.5-short_long-000,load_epoch:aimd-minimax-m2.5-short_long-000,required,time_guard,minimax-m2.5,time_censored,load,2026-08-28T12:35:38.031921Z
short_long:aimd:in256:out4096:aimd-minimax-m2.5-short_long-001,load_epoch:aimd-minimax-m2.5-short_long-001,required,time_guard,minimax-m2.5,time_censored,load,2026-08-28T12:35:38.031921Z
short_long:aimd:in256:out4096:aimd-minimax-m2.5-short_long-002,load_epoch:aimd-minimax-m2.5-short_long-002,required,time_guard,minimax-m2.5,time_censored,load,2026-08-28T12:35:38.031921Z
short_long:aimd:in256:out4096:aimd-minimax-m2.5-short_long-003,load_epoch:aimd-minimax-m2.5-short_long-003,required,time_guard,minimax-m2.5,time_censored,load,2026-08-28T12:35:38.031921Z
short_long:aimd:in256:out4096:aimd-minimax-m2.5-short_long-004,load_epoch:aimd-minimax-m2.5-short_long-004,required,time_guard,minimax-m2.5,time_censored,load,2026-08-28T12:35:38.031921Z
short_long:aimd:in256:out4096:aimd-minimax-m2.5-short_long-005,load_epoch:aimd-minimax-m2.5-short_long-005,required,time_guard,minimax-m2.5,time_censored,load,2026-08-28T12:35:38.031921Z
short_long:aimd:in256:out4096:aimd-minimax-m2.5-short_long-006,load_epoch:aimd-minimax-m2.5-short_long-006,required,time_guard,minimax-m2.5,time_censored,load,2026-08-28T12:35:38.031921Z
short_long:aimd:in256:out4096:aimd-minimax-m2.5-short_long-007,load_epoch:aimd-minimax-m2.5-short_long-007,required,time_guard,minimax-m2.5,time_censored,load,2026-08-28T12:35:38.031921Z
short_long:aimd:in256:out4096:aimd-minimax-m2.5-short_long-008,load_epoch:aimd-minimax-m2.5-short_long-008,required,time_guard,minimax-m2.5,time_censored,load,2026-08-28T12:35:38.031921Z
short_long:baseline:in256:out4096:aimd-minimax-m2.5-short_long-baseline,load_epoch:aimd-minimax-m2.5-short_long-baseline,required,time_guard,minimax-m2.5,time_censored,load,2026-08-28T12:35:38.031921Z
short_long:baseline:in256:out4096:aimd-minimax-m2.5-short_long-baseline-attempt-1,load_epoch:aimd-minimax-m2.5-short_long-baseline-attempt-1,conditional_on_prior_baseline_failure,time_guard,minimax-m2.5,time_censored,load,2026-08-28T12:35:38.031921Z
short_long:baseline:in256:out4096:aimd-minimax-m2.5-short_long-baseline-attempt-2,load_epoch:aimd-minimax-m2.5-short_long-baseline-attempt-2,conditional_on_prior_baseline_failure,time_guard,minimax-m2.5,time_censored,load,2026-08-28T12:35:38.031921Z
short_long:confirmation:in256:out4096:aimd-minimax-m2.5-short_long-confirm-0,load_epoch:aimd-minimax-m2.5-short_long-confirm-0,required,time_guard,minimax-m2.5,time_censored,load,2026-08-28T12:35:38.031921Z
short_long:confirmation:in256:out4096:aimd-minimax-m2.5-short_long-confirm-1,load_epoch:aimd-minimax-m2.5-short_long-confirm-1,required,time_guard,minimax-m2.5,time_censored,load,2026-08-28T12:35:38.031921Z
short_long:confirmation:in256:out4096:aimd-minimax-m2.5-short_long-confirm-2,load_epoch:aimd-minimax-m2.5-short_long-confirm-2,required,time_guard,minimax-m2.5,time_censored,load,2026-08-28T12:35:38.031921Z
short_long:confirmation:in256:out4096:aimd-minimax-m2.5-short_long-confirm-stage-1-0,load_epoch:aimd-minimax-m2.5-short_long-confirm-stage-1-0,conditional_on_prior_confirmation_failure,time_guard,minimax-m2.5,time_censored,load,2026-08-28T12:35:38.031921Z
short_long:confirmation:in256:out4096:aimd-minimax-m2.5-short_long-confirm-stage-1-1,load_epoch:aimd-minimax-m2.5-short_long-confirm-stage-1-1,conditional_on_prior_confirmation_failure,time_guard,minimax-m2.5,time_censored,load,2026-08-28T12:35:38.031921Z
short_long:confirmation:in256:out4096:aimd-minimax-m2.5-short_long-confirm-stage-1-2,load_epoch:aimd-minimax-m2.5-short_long-confirm-stage-1-2,conditional_on_prior_confirmation_failure,time_guard,minimax-m2.5,time_censored,load,2026-08-28T12:35:38.031921Z
short_long:confirmation_separator:in256:out4096:aimd-minimax-m2.5-short_long-separator-0,load_epoch:aimd-minimax-m2.5-short_long-separator-0,required,time_guard,minimax-m2.5,time_censored,load,2026-08-28T12:35:38.031921Z
short_long:confirmation_separator:in256:out4096:aimd-minimax-m2.5-short_long-separator-1,load_epoch:aimd-minimax-m2.5-short_long-separator-1,required,time_guard,minimax-m2.5,time_censored,load,2026-08-28T12:35:38.031921Z
short_long:confirmation_separator:in256:out4096:aimd-minimax-m2.5-short_long-separator-stage-1-0,load_epoch:aimd-minimax-m2.5-short_long-separator-stage-1-0,conditional_on_prior_confirmation_failure,time_guard,minimax-m2.5,time_censored,load,2026-08-28T12:35:38.031921Z
short_long:confirmation_separator:in256:out4096:aimd-minimax-m2.5-short_long-separator-stage-1-1,load_epoch:aimd-minimax-m2.5-short_long-separator-stage-1-1,conditional_on_prior_confirmation_failure,time_guard,minimax-m2.5,time_censored,load,2026-08-28T12:35:38.031921Z
short_long:recovery_after_observed_overload:in256:out4096:aimd-minimax-m2.5-short_long-recovery,load_epoch:aimd-minimax-m2.5-short_long-recovery,conditional_on_overload,time_guard,minimax-m2.5,time_censored,load,2026-08-28T12:35:38.031921Z
short_short:aimd:in256:out128:aimd-minimax-m2.5-short_short-000,load_epoch:aimd-minimax-m2.5-short_short-000,required,measured_unhealthy_at_all_baseline_rates,minimax-m2.5,not_applicable,load,2026-08-28T09:26:50.128960Z
short_short:aimd:in256:out128:aimd-minimax-m2.5-short_short-001,load_epoch:aimd-minimax-m2.5-short_short-001,required,measured_unhealthy_at_all_baseline_rates,minimax-m2.5,not_applicable,load,2026-08-28T09:26:50.131018Z
short_short:aimd:in256:out128:aimd-minimax-m2.5-short_short-002,load_epoch:aimd-minimax-m2.5-short_short-002,required,measured_unhealthy_at_all_baseline_rates,minimax-m2.5,not_applicable,load,2026-08-28T09:26:50.132861Z
short_short:aimd:in256:out128:aimd-minimax-m2.5-short_short-003,load_epoch:aimd-minimax-m2.5-short_short-003,required,measured_unhealthy_at_all_baseline_rates,minimax-m2.5,not_applicable,load,2026-08-28T09:26:50.134727Z
short_short:aimd:in256:out128:aimd-minimax-m2.5-short_short-004,load_epoch:aimd-minimax-m2.5-short_short-004,required,measured_unhealthy_at_all_baseline_rates,minimax-m2.5,not_applicable,load,2026-08-28T09:26:50.136685Z
short_short:aimd:in256:out128:aimd-minimax-m2.5-short_short-005,load_epoch:aimd-minimax-m2.5-short_short-005,required,measured_unhealthy_at_all_baseline_rates,minimax-m2.5,not_applicable,load,2026-08-28T09:26:50.138713Z
short_short:aimd:in256:out128:aimd-minimax-m2.5-short_short-006,load_epoch:aimd-minimax-m2.5-short_short-006,required,measured_unhealthy_at_all_baseline_rates,minimax-m2.5,not_applicable,load,2026-08-28T09:26:50.140718Z
short_short:aimd:in256:out128:aimd-minimax-m2.5-short_short-007,load_epoch:aimd-minimax-m2.5-short_short-007,required,measured_unhealthy_at_all_baseline_rates,minimax-m2.5,not_applicable,load,2026-08-28T09:26:50.142647Z
short_short:aimd:in256:out128:aimd-minimax-m2.5-short_short-008,load_epoch:aimd-minimax-m2.5-short_short-008,required,measured_unhealthy_at_all_baseline_rates,minimax-m2.5,not_applicable,load,2026-08-28T09:26:50.144576Z
short_short:baseline:in256:out128:aimd-minimax-m2.5-short_short-baseline,load_epoch:aimd-minimax-m2.5-short_short-baseline,required,,minimax-m2.5,completed,load,2026-08-28T09:24:46.757141Z
short_short:baseline:in256:out128:aimd-minimax-m2.5-short_short-baseline-attempt-1,load_epoch:aimd-minimax-m2.5-short_short-baseline-attempt-1,conditional_on_prior_baseline_failure,,minimax-m2.5,completed,load,2026-08-28T09:25:28.223089Z
short_short:baseline:in256:out128:aimd-minimax-m2.5-short_short-baseline-attempt-2,load_epoch:aimd-minimax-m2.5-short_short-baseline-attempt-2,conditional_on_prior_baseline_failure,,minimax-m2.5,completed,load,2026-08-28T09:26:50.123214Z
short_short:confirmation:in256:out128:aimd-minimax-m2.5-short_short-confirm-0,load_epoch:aimd-minimax-m2.5-short_short-confirm-0,required,measured_unhealthy_at_all_baseline_rates,minimax-m2.5,not_applicable,load,2026-08-28T09:26:50.146577Z
short_short:confirmation:in256:out128:aimd-minimax-m2.5-short_short-confirm-1,load_epoch:aimd-minimax-m2.5-short_short-confirm-1,required,measured_unhealthy_at_all_baseline_rates,minimax-m2.5,not_applicable,load,2026-08-28T09:26:50.148674Z
short_short:confirmation:in256:out128:aimd-minimax-m2.5-short_short-confirm-2,load_epoch:aimd-minimax-m2.5-short_short-confirm-2,required,measured_unhealthy_at_all_baseline_rates,minimax-m2.5,not_applicable,load,2026-08-28T09:26:50.150407Z
short_short:confirmation:in256:out128:aimd-minimax-m2.5-short_short-confirm-stage-1-0,load_epoch:aimd-minimax-m2.5-short_short-confirm-stage-1-0,conditional_on_prior_confirmation_failure,measured_unhealthy_at_all_baseline_rates,minimax-m2.5,not_applicable,load,2026-08-28T09:26:50.152250Z
short_short:confirmation:in256:out128:aimd-minimax-m2.5-short_short-confirm-stage-1-1,load_epoch:aimd-minimax-m2.5-short_short-confirm-stage-1-1,conditional_on_prior_confirmation_failure,measured_unhealthy_at_all_baseline_rates,minimax-m2.5,not_applicable,load,2026-08-28T09:26:50.153954Z
short_short:confirmation:in256:out128:aimd-minimax-m2.5-short_short-confirm-stage-1-2,load_epoch:aimd-minimax-m2.5-short_short-confirm-stage-1-2,conditional_on_prior_confirmation_failure,measured_unhealthy_at_all_baseline_rates,minimax-m2.5,not_applicable,load,2026-08-28T09:26:50.155648Z
short_short:confirmation_separator:in256:out128:aimd-minimax-m2.5-short_short-separator-0,load_epoch:aimd-minimax-m2.5-short_short-separator-0,required,measured_unhealthy_at_all_baseline_rates,minimax-m2.5,not_applicable,load,2026-08-28T09:26:50.157486Z
short_short:confirmation_separator:in256:out128:aimd-minimax-m2.5-short_short-separator-1,load_epoch:aimd-minimax-m2.5-short_short-separator-1,required,measured_unhealthy_at_all_baseline_rates,minimax-m2.5,not_applicable,load,2026-08-28T09:26:50.159157Z
short_short:confirmation_separator:in256:out128:aimd-minimax-m2.5-short_short-separator-stage-1-0,load_epoch:aimd-minimax-m2.5-short_short-separator-stage-1-0,conditional_on_prior_confirmation_failure,measured_unhealthy_at_all_baseline_rates,minimax-m2.5,not_applicable,load,2026-08-28T09:26:50.160907Z
short_short:confirmation_separator:in256:out128:aimd-minimax-m2.5-short_short-separator-stage-1-1,load_epoch:aimd-minimax-m2.5-short_short-separator-stage-1-1,conditional_on_prior_confirmation_failure,measured_unhealthy_at_all_baseline_rates,minimax-m2.5,not_applicable,load,2026-08-28T09:26:50.162854Z
short_short:recovery_after_observed_overload:in256:out128:aimd-minimax-m2.5-short_short-recovery,load_epoch:aimd-minimax-m2.5-short_short-recovery,conditional_on_overload,measured_unhealthy_at_all_baseline_rates,minimax-m2.5,not_applicable,load,2026-08-28T09:26:50.164530Z
long_short:aimd:in100000:out128:aimd-nemotron-3-ultra-550b-long_short-000,load_epoch:aimd-nemotron-3-ultra-550b-long_short-000,required,measured_unhealthy_at_all_baseline_rates,nemotron-3-ultra-550b,not_applicable,load,2026-08-28T10:07:26.270875Z
long_short:aimd:in100000:out128:aimd-nemotron-3-ultra-550b-long_short-001,load_epoch:aimd-nemotron-3-ultra-550b-long_short-001,required,measured_unhealthy_at_all_baseline_rates,nemotron-3-ultra-550b,not_applicable,load,2026-08-28T10:07:26.272608Z
long_short:aimd:in100000:out128:aimd-nemotron-3-ultra-550b-long_short-002,load_epoch:aimd-nemotron-3-ultra-550b-long_short-002,required,measured_unhealthy_at_all_baseline_rates,nemotron-3-ultra-550b,not_applicable,load,2026-08-28T10:07:26.274766Z
long_short:aimd:in100000:out128:aimd-nemotron-3-ultra-550b-long_short-003,load_epoch:aimd-nemotron-3-ultra-550b-long_short-003,required,measured_unhealthy_at_all_baseline_rates,nemotron-3-ultra-550b,not_applicable,load,2026-08-28T10:07:26.276531Z
long_short:aimd:in100000:out128:aimd-nemotron-3-ultra-550b-long_short-004,load_epoch:aimd-nemotron-3-ultra-550b-long_short-004,required,measured_unhealthy_at_all_baseline_rates,nemotron-3-ultra-550b,not_applicable,load,2026-08-28T10:07:26.277963Z
long_short:aimd:in100000:out128:aimd-nemotron-3-ultra-550b-long_short-005,load_epoch:aimd-nemotron-3-ultra-550b-long_short-005,required,measured_unhealthy_at_all_baseline_rates,nemotron-3-ultra-550b,not_applicable,load,2026-08-28T10:07:26.280002Z
long_short:aimd:in100000:out128:aimd-nemotron-3-ultra-550b-long_short-006,load_epoch:aimd-nemotron-3-ultra-550b-long_short-006,required,measured_unhealthy_at_all_baseline_rates,nemotron-3-ultra-550b,not_applicable,load,2026-08-28T10:07:26.281872Z
long_short:aimd:in100000:out128:aimd-nemotron-3-ultra-550b-long_short-007,load_epoch:aimd-nemotron-3-ultra-550b-long_short-007,required,measured_unhealthy_at_all_baseline_rates,nemotron-3-ultra-550b,not_applicable,load,2026-08-28T10:07:26.283637Z
long_short:aimd:in100000:out128:aimd-nemotron-3-ultra-550b-long_short-008,load_epoch:aimd-nemotron-3-ultra-550b-long_short-008,required,measured_unhealthy_at_all_baseline_rates,nemotron-3-ultra-550b,not_applicable,load,2026-08-28T10:07:26.285391Z
long_short:baseline:in100000:out128:aimd-nemotron-3-ultra-550b-long_short-baseline,load_epoch:aimd-nemotron-3-ultra-550b-long_short-baseline,required,,nemotron-3-ultra-550b,completed,load,2026-08-28T10:02:54.277306Z
long_short:baseline:in100000:out128:aimd-nemotron-3-ultra-550b-long_short-baseline-attempt-1,load_epoch:aimd-nemotron-3-ultra-550b-long_short-baseline-attempt-1,conditional_on_prior_baseline_failure,,nemotron-3-ultra-550b,completed,load,2026-08-28T10:05:07.473544Z
long_short:baseline:in100000:out128:aimd-nemotron-3-ultra-550b-long_short-baseline-attempt-2,load_epoch:aimd-nemotron-3-ultra-550b-long_short-baseline-attempt-2,conditional_on_prior_baseline_failure,,nemotron-3-ultra-550b,completed,load,2026-08-28T10:07:26.264644Z
long_short:confirmation:in100000:out128:aimd-nemotron-3-ultra-550b-long_short-confirm-0,load_epoch:aimd-nemotron-3-ultra-550b-long_short-confirm-0,required,measured_unhealthy_at_all_baseline_rates,nemotron-3-ultra-550b,not_applicable,load,2026-08-28T10:07:26.287030Z
long_short:confirmation:in100000:out128:aimd-nemotron-3-ultra-550b-long_short-confirm-1,load_epoch:aimd-nemotron-3-ultra-550b-long_short-confirm-1,required,measured_unhealthy_at_all_baseline_rates,nemotron-3-ultra-550b,not_applicable,load,2026-08-28T10:07:26.289059Z
long_short:confirmation:in100000:out128:aimd-nemotron-3-ultra-550b-long_short-confirm-2,load_epoch:aimd-nemotron-3-ultra-550b-long_short-confirm-2,required,measured_unhealthy_at_all_baseline_rates,nemotron-3-ultra-550b,not_applicable,load,2026-08-28T10:07:26.290710Z
long_short:confirmation:in100000:out128:aimd-nemotron-3-ultra-550b-long_short-confirm-stage-1-0,load_epoch:aimd-nemotron-3-ultra-550b-long_short-confirm-stage-1-0,conditional_on_prior_confirmation_failure,measured_unhealthy_at_all_baseline_rates,nemotron-3-ultra-550b,not_applicable,load,2026-08-28T10:07:26.292574Z
long_short:confirmation:in100000:out128:aimd-nemotron-3-ultra-550b-long_short-confirm-stage-1-1,load_epoch:aimd-nemotron-3-ultra-550b-long_short-confirm-stage-1-1,conditional_on_prior_confirmation_failure,measured_unhealthy_at_all_baseline_rates,nemotron-3-ultra-550b,not_applicable,load,2026-08-28T10:07:26.294415Z
long_short:confirmation:in100000:out128:aimd-nemotron-3-ultra-550b-long_short-confirm-stage-1-2,load_epoch:aimd-nemotron-3-ultra-550b-long_short-confirm-stage-1-2,conditional_on_prior_confirmation_failure,measured_unhealthy_at_all_baseline_rates,nemotron-3-ultra-550b,not_applicable,load,2026-08-28T10:07:26.296277Z
long_short:confirmation_separator:in100000:out128:aimd-nemotron-3-ultra-550b-long_short-separator-0,load_epoch:aimd-nemotron-3-ultra-550b-long_short-separator-0,required,measured_unhealthy_at_all_baseline_rates,nemotron-3-ultra-550b,not_applicable,load,2026-08-28T10:07:26.298188Z
long_short:confirmation_separator:in100000:out128:aimd-nemotron-3-ultra-550b-long_short-separator-1,load_epoch:aimd-nemotron-3-ultra-550b-long_short-separator-1,required,measured_unhealthy_at_all_baseline_rates,nemotron-3-ultra-550b,not_applicable,load,2026-08-28T10:07:26.300080Z
long_short:confirmation_separator:in100000:out128:aimd-nemotron-3-ultra-550b-long_short-separator-stage-1-0,load_epoch:aimd-nemotron-3-ultra-550b-long_short-separator-stage-1-0,conditional_on_prior_confirmation_failure,measured_unhealthy_at_all_baseline_rates,nemotron-3-ultra-550b,not_applicable,load,2026-08-28T10:07:26.301695Z
long_short:confirmation_separator:in100000:out128:aimd-nemotron-3-ultra-550b-long_short-separator-stage-1-1,load_epoch:aimd-nemotron-3-ultra-550b-long_short-separator-stage-1-1,conditional_on_prior_confirmation_failure,measured_unhealthy_at_all_baseline_rates,nemotron-3-ultra-550b,not_applicable,load,2026-08-28T10:07:26.303404Z
long_short:recovery_after_observed_overload:in100000:out128:aimd-nemotron-3-ultra-550b-long_short-recovery,load_epoch:aimd-nemotron-3-ultra-550b-long_short-recovery,conditional_on_overload,measured_unhealthy_at_all_baseline_rates,nemotron-3-ultra-550b,not_applicable,load,2026-08-28T10:07:26.305064Z
mixed:aimd:in100000:out128:aimd-nemotron-3-ultra-550b-mixed-001,load_epoch:aimd-nemotron-3-ultra-550b-mixed-001,required,time_guard,nemotron-3-ultra-550b,time_censored,load,2026-08-28T12:35:38.031921Z
mixed:aimd:in1024:out512:aimd-nemotron-3-ultra-550b-mixed-002,load_epoch:aimd-nemotron-3-ultra-550b-mixed-002,required,time_guard,nemotron-3-ultra-550b,time_censored,load,2026-08-28T12:35:38.031921Z
mixed:aimd:in1024:out512:aimd-nemotron-3-ultra-550b-mixed-004,load_epoch:aimd-nemotron-3-ultra-550b-mixed-004,required,time_guard,nemotron-3-ultra-550b,time_censored,load,2026-08-28T12:35:38.031921Z
mixed:aimd:in1024:out512:aimd-nemotron-3-ultra-550b-mixed-008,load_epoch:aimd-nemotron-3-ultra-550b-mixed-008,required,time_guard,nemotron-3-ultra-550b,time_censored,load,2026-08-28T12:35:38.031921Z
mixed:aimd:in256:out128:aimd-nemotron-3-ultra-550b-mixed-007,load_epoch:aimd-nemotron-3-ultra-550b-mixed-007,required,time_guard,nemotron-3-ultra-550b,time_censored,load,2026-08-28T12:35:38.031921Z
mixed:aimd:in256:out4096:aimd-nemotron-3-ultra-550b-mixed-000,load_epoch:aimd-nemotron-3-ultra-550b-mixed-000,required,time_guard,nemotron-3-ultra-550b,time_censored,load,2026-08-28T12:35:38.031921Z
mixed:aimd:in256:out4096:aimd-nemotron-3-ultra-550b-mixed-003,load_epoch:aimd-nemotron-3-ultra-550b-mixed-003,required,time_guard,nemotron-3-ultra-550b,time_censored,load,2026-08-28T12:35:38.031921Z
mixed:aimd:in256:out4096:aimd-nemotron-3-ultra-550b-mixed-005,load_epoch:aimd-nemotron-3-ultra-550b-mixed-005,required,time_guard,nemotron-3-ultra-550b,time_censored,load,2026-08-28T12:35:38.031921Z
mixed:aimd:in256:out4096:aimd-nemotron-3-ultra-550b-mixed-006,load_epoch:aimd-nemotron-3-ultra-550b-mixed-006,required,time_guard,nemotron-3-ultra-550b,time_censored,load,2026-08-28T12:35:38.031921Z
mixed:baseline:in100000:out128:aimd-nemotron-3-ultra-550b-mixed-baseline-attempt-1,load_epoch:aimd-nemotron-3-ultra-550b-mixed-baseline-attempt-1,conditional_on_prior_baseline_failure,time_guard,nemotron-3-ultra-550b,time_censored,load,2026-08-28T12:35:38.031921Z
mixed:baseline:in100000:out128:aimd-nemotron-3-ultra-550b-mixed-baseline-attempt-2,load_epoch:aimd-nemotron-3-ultra-550b-mixed-baseline-attempt-2,conditional_on_prior_baseline_failure,time_guard,nemotron-3-ultra-550b,time_censored,load,2026-08-28T12:35:38.031921Z
mixed:baseline:in256:out4096:aimd-nemotron-3-ultra-550b-mixed-baseline,load_epoch:aimd-nemotron-3-ultra-550b-mixed-baseline,required,time_guard,nemotron-3-ultra-550b,time_censored,load,2026-08-28T12:35:38.031921Z
mixed:confirmation:in100000:out128:aimd-nemotron-3-ultra-550b-mixed-confirm-2,load_epoch:aimd-nemotron-3-ultra-550b-mixed-confirm-2,required,time_guard,nemotron-3-ultra-550b,time_censored,load,2026-08-28T12:35:38.031921Z
mixed:confirmation:in100000:out128:aimd-nemotron-3-ultra-550b-mixed-confirm-stage-1-0,load_epoch:aimd-nemotron-3-ultra-550b-mixed-confirm-stage-1-0,conditional_on_prior_confirmation_failure,time_guard,nemotron-3-ultra-550b,time_censored,load,2026-08-28T12:35:38.031921Z
mixed:confirmation:in100000:out128:aimd-nemotron-3-ultra-550b-mixed-confirm-stage-1-2,load_epoch:aimd-nemotron-3-ultra-550b-mixed-confirm-stage-1-2,conditional_on_prior_confirmation_failure,time_guard,nemotron-3-ultra-550b,time_censored,load,2026-08-28T12:35:38.031921Z
mixed:confirmation:in1024:out512:aimd-nemotron-3-ultra-550b-mixed-confirm-0,load_epoch:aimd-nemotron-3-ultra-550b-mixed-confirm-0,required,time_guard,nemotron-3-ultra-550b,time_censored,load,2026-08-28T12:35:38.031921Z
mixed:confirmation:in1024:out512:aimd-nemotron-3-ultra-550b-mixed-confirm-1,load_epoch:aimd-nemotron-3-ultra-550b-mixed-confirm-1,required,time_guard,nemotron-3-ultra-550b,time_censored,load,2026-08-28T12:35:38.031921Z
mixed:confirmation:in1024:out512:aimd-nemotron-3-ultra-550b-mixed-confirm-stage-1-1,load_epoch:aimd-nemotron-3-ultra-550b-mixed-confirm-stage-1-1,conditional_on_prior_confirmation_failure,time_guard,nemotron-3-ultra-550b,time_censored,load,2026-08-28T12:35:38.031921Z
mixed:confirmation_separator:in100000:out128:aimd-nemotron-3-ultra-550b-mixed-separator-stage-1-0,load_epoch:aimd-nemotron-3-ultra-550b-mixed-separator-stage-1-0,conditional_on_prior_confirmation_failure,time_guard,nemotron-3-ultra-550b,time_censored,load,2026-08-28T12:35:38.031921Z
mixed:confirmation_separator:in1024:out512:aimd-nemotron-3-ultra-550b-mixed-separator-1,load_epoch:aimd-nemotron-3-ultra-550b-mixed-separator-1,required,time_guard,nemotron-3-ultra-550b,time_censored,load,2026-08-28T12:35:38.031921Z
mixed:confirmation_separator:in1024:out512:aimd-nemotron-3-ultra-550b-mixed-separator-stage-1-1,load_epoch:aimd-nemotron-3-ultra-550b-mixed-separator-stage-1-1,conditional_on_prior_confirmation_failure,time_guard,nemotron-3-ultra-550b,time_censored,load,2026-08-28T12:35:38.031921Z
mixed:confirmation_separator:in256:out4096:aimd-nemotron-3-ultra-550b-mixed-separator-0,load_epoch:aimd-nemotron-3-ultra-550b-mixed-separator-0,required,time_guard,nemotron-3-ultra-550b,time_censored,load,2026-08-28T12:35:38.031921Z
mixed:recovery_after_observed_overload:in256:out128:aimd-nemotron-3-ultra-550b-mixed-recovery,load_epoch:aimd-nemotron-3-ultra-550b-mixed-recovery,conditional_on_overload,time_guard,nemotron-3-ultra-550b,time_censored,load,2026-08-28T12:35:38.031921Z
short_long:aimd:in256:out4096:aimd-nemotron-3-ultra-550b-short_long-000,load_epoch:aimd-nemotron-3-ultra-550b-short_long-000,required,zero_scheduled_poisson_arrivals,nemotron-3-ultra-550b,inconclusive,load,2026-08-28T11:32:24.500145Z
short_long:aimd:in256:out4096:aimd-nemotron-3-ultra-550b-short_long-001,load_epoch:aimd-nemotron-3-ultra-550b-short_long-001,required,zero_scheduled_poisson_arrivals,nemotron-3-ultra-550b,inconclusive,load,2026-08-28T11:32:29.512643Z
short_long:aimd:in256:out4096:aimd-nemotron-3-ultra-550b-short_long-002,load_epoch:aimd-nemotron-3-ultra-550b-short_long-002,required,,nemotron-3-ultra-550b,completed,load,2026-08-28T11:33:09.682240Z
short_long:aimd:in256:out4096:aimd-nemotron-3-ultra-550b-short_long-003,load_epoch:aimd-nemotron-3-ultra-550b-short_long-003,required,,nemotron-3-ultra-550b,completed,load,2026-08-28T11:34:07.171436Z
short_long:aimd:in256:out4096:aimd-nemotron-3-ultra-550b-short_long-004,load_epoch:aimd-nemotron-3-ultra-550b-short_long-004,required,,nemotron-3-ultra-550b,completed,load,2026-08-28T11:34:56.082682Z
short_long:aimd:in256:out4096:aimd-nemotron-3-ultra-550b-short_long-005,load_epoch:aimd-nemotron-3-ultra-550b-short_long-005,required,,nemotron-3-ultra-550b,completed,load,2026-08-28T11:35:59.073351Z
short_long:aimd:in256:out4096:aimd-nemotron-3-ultra-550b-short_long-006,load_epoch:aimd-nemotron-3-ultra-550b-short_long-006,required,,nemotron-3-ultra-550b,completed,load,2026-08-28T11:36:38.442677Z
short_long:aimd:in256:out4096:aimd-nemotron-3-ultra-550b-short_long-007,load_epoch:aimd-nemotron-3-ultra-550b-short_long-007,required,,nemotron-3-ultra-550b,completed,load,2026-08-28T11:37:36.051147Z
short_long:aimd:in256:out4096:aimd-nemotron-3-ultra-550b-short_long-008,load_epoch:aimd-nemotron-3-ultra-550b-short_long-008,required,,nemotron-3-ultra-550b,completed,load,2026-08-28T11:38:25.043041Z
short_long:baseline:in256:out4096:aimd-nemotron-3-ultra-550b-short_long-baseline,load_epoch:aimd-nemotron-3-ultra-550b-short_long-baseline,required,,nemotron-3-ultra-550b,completed,load,2026-08-28T11:32:19.485089Z
short_long:baseline:in256:out4096:aimd-nemotron-3-ultra-550b-short_long-baseline-attempt-1,load_epoch:aimd-nemotron-3-ultra-550b-short_long-baseline-attempt-1,conditional_on_prior_baseline_failure,healthy_baseline_already_established,nemotron-3-ultra-550b,not_applicable,load,2026-08-28T11:32:19.487137Z
short_long:baseline:in256:out4096:aimd-nemotron-3-ultra-550b-short_long-baseline-attempt-2,load_epoch:aimd-nemotron-3-ultra-550b-short_long-baseline-attempt-2,conditional_on_prior_baseline_failure,healthy_baseline_already_established,nemotron-3-ultra-550b,not_applicable,load,2026-08-28T11:32:19.488633Z
short_long:confirmation:in256:out4096:aimd-nemotron-3-ultra-550b-short_long-confirm-0,load_epoch:aimd-nemotron-3-ultra-550b-short_long-confirm-0,required,,nemotron-3-ultra-550b,completed,load,2026-08-28T11:39:23.129792Z
short_long:confirmation:in256:out4096:aimd-nemotron-3-ultra-550b-short_long-confirm-1,load_epoch:aimd-nemotron-3-ultra-550b-short_long-confirm-1,required,,nemotron-3-ultra-550b,completed,load,2026-08-28T11:41:18.605647Z
