campaign_id,endpoint_id,cached_requests_n,uncached_requests_n,cached_token_hits_n,cached_token_misses_n,cache_read_tokens_sum,cached_ttft_p50_seconds,cached_ttft_p50_ci95_low,cached_ttft_p50_ci95_high,uncached_ttft_p50_seconds,uncached_ttft_p50_ci95_low,uncached_ttft_p50_ci95_high,cached_settled_usd,uncached_settled_usd,observed_cost_ratio_cached_over_uncached,source_bundle_sha256
do-complete-20260827-r1,deepseek-v4-flash-0731,12,12,3,9,24576,1.0795526329893619,0.7970072079915553,2.4545865869731642,0.995594882988371,0.8296269699931145,2.6438474650203716,0.0065439,0.007917096,0.826553069459,0b2a4772c5c444d25d66be7f851488456d09551c4ce5fd6575c4017d793796ac
do-complete-20260827-r1,glm-5.2,12,12,11,1,89408,,,,,,,0.01672864,0.0699222,0.239246476798,0b2a4772c5c444d25d66be7f851488456d09551c4ce5fd6575c4017d793796ac
do-complete-20260827-r1,minimax-m2.5,12,12,12,0,82448,,,,,,,0.02323278,0.0627363,0.370324357669,0b2a4772c5c444d25d66be7f851488456d09551c4ce5fd6575c4017d793796ac
do-complete-20260827-r1,nvidia-nemotron-3-super-120b,12,12,11,1,88704,,,,,,,0.00858864,0.0298767,0.287469499644,0b2a4772c5c444d25d66be7f851488456d09551c4ce5fd6575c4017d793796ac
do-complete-20260827-r1,qwen3.5-397b-a17b,12,12,11,1,87120,,,,,,,0.01737012,0.0556191,0.312304945603,0b2a4772c5c444d25d66be7f851488456d09551c4ce5fd6575c4017d793796ac
