attempted_n,cache_read_tokens_reported_n,cache_read_tokens_sum,cache_stratum,completion_tokens_sum,elapsed_hours,eligible_output_rate_median,eligible_output_rate_median_ci95_high,eligible_output_rate_median_ci95_low,eligible_output_rate_median_ci_method,eligible_output_rate_median_n,eligible_output_rate_median_unit,eligible_output_rate_n,mixed_subtype,output_rate_eligibility_rule,panel,panel_started_at_utc,prompt_tokens_sum,request_latency_median,request_latency_median_ci95_high,request_latency_median_ci95_low,request_latency_median_ci_method,request_latency_median_n,request_latency_median_unit,request_latency_p95,request_latency_p95_ci95_high,request_latency_p95_ci95_low,request_latency_p95_ci_method,request_latency_p95_n,request_latency_p95_unit,route_id,settled_cost_reported_n,settled_cost_usd_sum,shape,status_counts,success_n,success_rate,success_rate_ci95_high,success_rate_ci95_low,success_rate_ci_method,success_rate_n,success_rate_unit,ttft_median,ttft_median_ci95_high,ttft_median_ci95_low,ttft_median_ci_method,ttft_median_n,ttft_median_unit,ttft_p95,ttft_p95_ci95_high,ttft_p95_ci95_low,ttft_p95_ci_method,ttft_p95_n,ttft_p95_unit,usage_eligible_n
2,1,0,panel_unique_cold,128,0.9998810324999999,,,,request-bootstrap-percentile,0,tokens/second,0,not_applicable,"ledger decode_eligible plus >=16 realized output tokens; completion tokens divided by request latency minus TTFT; also requires >=2 content events, >=1 second post-TTFT, known zero reasoning tokens, valid complete usage, and <=10000 tokens/second",1,2026-08-28T21:21:23.069122Z,100076,10.636333942995407,10.690410887938924,10.58225699805189,request-bootstrap-percentile,2,seconds,10.685003193444572,10.690410887938924,10.58225699805189,request-bootstrap-percentile,2,seconds,kimi-k3,2,1.6705930500000001,long_short,"{""success"":2}",2,1.0,1.0,0.34238022750665303,Wilson-95,2,proportion,,,,request-bootstrap-percentile,0,seconds,,,,request-bootstrap-percentile,0,seconds,1
2,1,0,stable_exact_prompt,128,0.9998810324999999,,,,request-bootstrap-percentile,0,tokens/second,0,not_applicable,"ledger decode_eligible plus >=16 realized output tokens; completion tokens divided by request latency minus TTFT; also requires >=2 content events, >=1 second post-TTFT, known zero reasoning tokens, valid complete usage, and <=10000 tokens/second",1,2026-08-28T21:21:23.069122Z,100065,10.321944514580537,10.549867775058374,10.0940212541027,request-bootstrap-percentile,2,seconds,10.52707544901059,10.549867775058374,10.0940212541027,request-bootstrap-percentile,2,seconds,kimi-k3,2,1.6705617,long_short,"{""success"":2}",2,1.0,1.0,0.34238022750665303,Wilson-95,2,proportion,,,,request-bootstrap-percentile,0,seconds,,,,request-bootstrap-percentile,0,seconds,1
2,2,0,panel_unique_cold,256,1.999869483611111,,,,request-bootstrap-percentile,0,tokens/second,0,not_applicable,"ledger decode_eligible plus >=16 realized output tokens; completion tokens divided by request latency minus TTFT; also requires >=2 content events, >=1 second post-TTFT, known zero reasoning tokens, valid complete usage, and <=10000 tokens/second",2,2026-08-28T22:21:23.027546Z,200135,10.295651201042347,10.317241731099784,10.274060670984909,request-bootstrap-percentile,2,seconds,10.315082678094042,10.317241731099784,10.274060670984909,request-bootstrap-percentile,2,seconds,kimi-k3,2,0.57403275,long_short,"{""success"":2}",2,1.0,1.0,0.34238022750665303,Wilson-95,2,proportion,9.366733084025327,9.376222079037689,9.357244089012966,request-bootstrap-percentile,2,seconds,9.375273179536453,9.376222079037689,9.357244089012966,request-bootstrap-percentile,2,seconds,2
2,1,0,stable_exact_prompt,128,1.999869483611111,,,,request-bootstrap-percentile,0,tokens/second,0,not_applicable,"ledger decode_eligible plus >=16 realized output tokens; completion tokens divided by request latency minus TTFT; also requires >=2 content events, >=1 second post-TTFT, known zero reasoning tokens, valid complete usage, and <=10000 tokens/second",2,2026-08-28T22:21:23.027546Z,100065,10.124970221950207,10.168400774942711,10.081539668957703,request-bootstrap-percentile,2,seconds,10.164057719643461,10.168400774942711,10.081539668957703,request-bootstrap-percentile,2,seconds,kimi-k3,2,1.6705617,long_short,"{""success"":2}",2,1.0,1.0,0.34238022750665303,Wilson-95,2,proportion,,,,request-bootstrap-percentile,0,seconds,,,,request-bootstrap-percentile,0,seconds,1
2,1,0,panel_unique_cold,128,2.9998829869444443,,,,request-bootstrap-percentile,0,tokens/second,0,not_applicable,"ledger decode_eligible plus >=16 realized output tokens; completion tokens divided by request latency minus TTFT; also requires >=2 content events, >=1 second post-TTFT, known zero reasoning tokens, valid complete usage, and <=10000 tokens/second",3,2026-08-28T23:21:23.076158Z,100073,11.026336435519625,12.072639001067728,9.980033869971521,request-bootstrap-percentile,2,seconds,11.968008744512916,12.072639001067728,9.980033869971521,request-bootstrap-percentile,2,seconds,kimi-k3,2,1.6705845,long_short,"{""success"":2}",2,1.0,1.0,0.34238022750665303,Wilson-95,2,proportion,9.324495958979242,,,single-observation-no-CI,1,seconds,9.324495958979242,,,single-observation-no-CI,1,seconds,1
2,0,0,stable_exact_prompt,0,2.9998829869444443,,,,request-bootstrap-percentile,0,tokens/second,0,not_applicable,"ledger decode_eligible plus >=16 realized output tokens; completion tokens divided by request latency minus TTFT; also requires >=2 content events, >=1 second post-TTFT, known zero reasoning tokens, valid complete usage, and <=10000 tokens/second",3,2026-08-28T23:21:23.076158Z,0,10.685840025544167,11.53132100601215,9.840359045076184,request-bootstrap-percentile,2,seconds,11.44677290796535,11.53132100601215,9.840359045076184,request-bootstrap-percentile,2,seconds,kimi-k3,2,2.7671049,long_short,"{""success"":2}",2,1.0,1.0,0.34238022750665303,Wilson-95,2,proportion,,,,request-bootstrap-percentile,0,seconds,,,,request-bootstrap-percentile,0,seconds,0
2,2,0,panel_unique_cold,256,3.999878041388889,,,,request-bootstrap-percentile,0,tokens/second,0,not_applicable,"ledger decode_eligible plus >=16 realized output tokens; completion tokens divided by request latency minus TTFT; also requires >=2 content events, >=1 second post-TTFT, known zero reasoning tokens, valid complete usage, and <=10000 tokens/second",4,2026-08-29T00:21:23.058354Z,200131,9.532316812081262,9.582957611070015,9.48167601309251,request-bootstrap-percentile,2,seconds,9.577893531171139,9.582957611070015,9.48167601309251,request-bootstrap-percentile,2,seconds,kimi-k3,2,0.57402135,long_short,"{""success"":2}",2,1.0,1.0,0.34238022750665303,Wilson-95,2,proportion,8.826307263516355,8.963824972976,8.688789554056711,request-bootstrap-percentile,2,seconds,8.950073202030035,8.963824972976,8.688789554056711,request-bootstrap-percentile,2,seconds,2
2,1,0,stable_exact_prompt,128,3.999878041388889,,,,request-bootstrap-percentile,0,tokens/second,0,not_applicable,"ledger decode_eligible plus >=16 realized output tokens; completion tokens divided by request latency minus TTFT; also requires >=2 content events, >=1 second post-TTFT, known zero reasoning tokens, valid complete usage, and <=10000 tokens/second",4,2026-08-29T00:21:23.058354Z,100065,12.06289071746869,14.691650141961873,9.434131292975508,request-bootstrap-percentile,2,seconds,14.428774199512553,14.691650141961873,9.434131292975508,request-bootstrap-percentile,2,seconds,kimi-k3,2,1.6705617,long_short,"{""success"":2}",2,1.0,1.0,0.34238022750665303,Wilson-95,2,proportion,,,,request-bootstrap-percentile,0,seconds,,,,request-bootstrap-percentile,0,seconds,1
2,2,0,panel_unique_cold,256,4.999881140833334,,,,request-bootstrap-percentile,0,tokens/second,0,not_applicable,"ledger decode_eligible plus >=16 realized output tokens; completion tokens divided by request latency minus TTFT; also requires >=2 content events, >=1 second post-TTFT, known zero reasoning tokens, valid complete usage, and <=10000 tokens/second",5,2026-08-29T01:21:23.069512Z,200144,9.667027838528156,10.140311431023292,9.19374424603302,request-bootstrap-percentile,2,seconds,10.092983071773778,10.140311431023292,9.19374424603302,request-bootstrap-percentile,2,seconds,kimi-k3,2,0.5740584,long_short,"{""success"":2}",2,1.0,1.0,0.34238022750665303,Wilson-95,2,proportion,8.796463729522657,8.965250056004152,8.627677403041162,request-bootstrap-percentile,2,seconds,8.948371423356003,8.965250056004152,8.627677403041162,request-bootstrap-percentile,2,seconds,2
2,1,0,stable_exact_prompt,128,4.999881140833334,,,,request-bootstrap-percentile,0,tokens/second,0,not_applicable,"ledger decode_eligible plus >=16 realized output tokens; completion tokens divided by request latency minus TTFT; also requires >=2 content events, >=1 second post-TTFT, known zero reasoning tokens, valid complete usage, and <=10000 tokens/second",5,2026-08-29T01:21:23.069512Z,100063,9.724977678037249,9.854931292007677,9.59502406406682,request-bootstrap-percentile,2,seconds,9.841935930610633,9.854931292007677,9.59502406406682,request-bootstrap-percentile,2,seconds,kimi-k3,2,1.670556,long_short,"{""success"":2}",2,1.0,1.0,0.34238022750665303,Wilson-95,2,proportion,8.933053788961843,,,single-observation-no-CI,1,seconds,8.933053788961843,,,single-observation-no-CI,1,seconds,1
2,2,0,panel_unique_cold,256,5.999885293888889,,,,request-bootstrap-percentile,0,tokens/second,0,not_applicable,"ledger decode_eligible plus >=16 realized output tokens; completion tokens divided by request latency minus TTFT; also requires >=2 content events, >=1 second post-TTFT, known zero reasoning tokens, valid complete usage, and <=10000 tokens/second",6,2026-08-29T02:21:23.084463Z,200140,9.674241031520069,9.969580632052384,9.378901430987753,request-bootstrap-percentile,2,seconds,9.940046671999154,9.969580632052384,9.378901430987753,request-bootstrap-percentile,2,seconds,kimi-k3,2,0.574047,long_short,"{""success"":2}",2,1.0,1.0,0.34238022750665303,Wilson-95,2,proportion,9.298005267453846,9.800697688944638,8.795312845963053,request-bootstrap-percentile,2,seconds,9.75042844679556,9.800697688944638,8.795312845963053,request-bootstrap-percentile,2,seconds,2
2,1,0,stable_exact_prompt,128,5.999885293888889,,,,request-bootstrap-percentile,0,tokens/second,0,not_applicable,"ledger decode_eligible plus >=16 realized output tokens; completion tokens divided by request latency minus TTFT; also requires >=2 content events, >=1 second post-TTFT, known zero reasoning tokens, valid complete usage, and <=10000 tokens/second",6,2026-08-29T02:21:23.084463Z,100065,9.665844968520105,9.748451033025049,9.583238904015161,request-bootstrap-percentile,2,seconds,9.740190426574554,9.748451033025049,9.583238904015161,request-bootstrap-percentile,2,seconds,kimi-k3,2,1.6705617,long_short,"{""success"":2}",2,1.0,1.0,0.34238022750665303,Wilson-95,2,proportion,,,,request-bootstrap-percentile,0,seconds,,,,request-bootstrap-percentile,0,seconds,1
1,0,0,panel_unique_cold,0,0.0,,,,request-bootstrap-percentile,0,tokens/second,0,long_short:in100000:out128,"ledger decode_eligible plus >=16 realized output tokens; completion tokens divided by request latency minus TTFT; also requires >=2 content events, >=1 second post-TTFT, known zero reasoning tokens, valid complete usage, and <=10000 tokens/second",0,2026-08-28T20:21:23.497405Z,0,10.60221842804458,,,single-observation-no-CI,1,seconds,10.60221842804458,,,single-observation-no-CI,1,seconds,kimi-k3,1,1.38355245,mixed,"{""success"":1}",1,1.0,1.0,0.20654931437723745,Wilson-95,1,proportion,,,,request-bootstrap-percentile,0,seconds,,,,request-bootstrap-percentile,0,seconds,0
1,0,0,stable_exact_prompt,0,0.0,,,,request-bootstrap-percentile,0,tokens/second,0,long_short:in100000:out128,"ledger decode_eligible plus >=16 realized output tokens; completion tokens divided by request latency minus TTFT; also requires >=2 content events, >=1 second post-TTFT, known zero reasoning tokens, valid complete usage, and <=10000 tokens/second",0,2026-08-28T20:21:23.497405Z,0,9.409394192043692,,,single-observation-no-CI,1,seconds,9.409394192043692,,,single-observation-no-CI,1,seconds,kimi-k3,1,1.38355245,mixed,"{""success"":1}",1,1.0,1.0,0.20654931437723745,Wilson-95,1,proportion,,,,request-bootstrap-percentile,0,seconds,,,,request-bootstrap-percentile,0,seconds,0
1,0,0,panel_unique_cold,0,0.9998810324999999,,,,request-bootstrap-percentile,0,tokens/second,0,long_short:in100000:out128,"ledger decode_eligible plus >=16 realized output tokens; completion tokens divided by request latency minus TTFT; also requires >=2 content events, >=1 second post-TTFT, known zero reasoning tokens, valid complete usage, and <=10000 tokens/second",1,2026-08-28T21:21:23.069122Z,0,9.699656046926975,,,single-observation-no-CI,1,seconds,9.699656046926975,,,single-observation-no-CI,1,seconds,kimi-k3,1,1.38355245,mixed,"{""success"":1}",1,1.0,1.0,0.20654931437723745,Wilson-95,1,proportion,,,,request-bootstrap-percentile,0,seconds,,,,request-bootstrap-percentile,0,seconds,0
1,0,0,stable_exact_prompt,0,0.9998810324999999,,,,request-bootstrap-percentile,0,tokens/second,0,long_short:in100000:out128,"ledger decode_eligible plus >=16 realized output tokens; completion tokens divided by request latency minus TTFT; also requires >=2 content events, >=1 second post-TTFT, known zero reasoning tokens, valid complete usage, and <=10000 tokens/second",1,2026-08-28T21:21:23.069122Z,0,10.428054420975968,,,single-observation-no-CI,1,seconds,10.428054420975968,,,single-observation-no-CI,1,seconds,kimi-k3,1,1.38355245,mixed,"{""success"":1}",1,1.0,1.0,0.20654931437723745,Wilson-95,1,proportion,,,,request-bootstrap-percentile,0,seconds,,,,request-bootstrap-percentile,0,seconds,0
1,1,0,panel_unique_cold,128,1.999869483611111,,,,request-bootstrap-percentile,0,tokens/second,0,long_short:in100000:out128,"ledger decode_eligible plus >=16 realized output tokens; completion tokens divided by request latency minus TTFT; also requires >=2 content events, >=1 second post-TTFT, known zero reasoning tokens, valid complete usage, and <=10000 tokens/second",2,2026-08-28T22:21:23.027546Z,100065,10.352166590048,,,single-observation-no-CI,1,seconds,10.352166590048,,,single-observation-no-CI,1,seconds,kimi-k3,1,0.28700925,mixed,"{""success"":1}",1,1.0,1.0,0.20654931437723745,Wilson-95,1,proportion,,,,request-bootstrap-percentile,0,seconds,,,,request-bootstrap-percentile,0,seconds,1
1,0,0,stable_exact_prompt,0,1.999869483611111,,,,request-bootstrap-percentile,0,tokens/second,0,long_short:in100000:out128,"ledger decode_eligible plus >=16 realized output tokens; completion tokens divided by request latency minus TTFT; also requires >=2 content events, >=1 second post-TTFT, known zero reasoning tokens, valid complete usage, and <=10000 tokens/second",2,2026-08-28T22:21:23.027546Z,0,15.461435231030919,,,single-observation-no-CI,1,seconds,15.461435231030919,,,single-observation-no-CI,1,seconds,kimi-k3,1,1.38355245,mixed,"{""success"":1}",1,1.0,1.0,0.20654931437723745,Wilson-95,1,proportion,,,,request-bootstrap-percentile,0,seconds,,,,request-bootstrap-percentile,0,seconds,0
1,0,0,panel_unique_cold,0,2.9998829869444443,,,,request-bootstrap-percentile,0,tokens/second,0,long_short:in100000:out128,"ledger decode_eligible plus >=16 realized output tokens; completion tokens divided by request latency minus TTFT; also requires >=2 content events, >=1 second post-TTFT, known zero reasoning tokens, valid complete usage, and <=10000 tokens/second",3,2026-08-28T23:21:23.076158Z,0,9.923707372974604,,,single-observation-no-CI,1,seconds,9.923707372974604,,,single-observation-no-CI,1,seconds,kimi-k3,1,1.38355245,mixed,"{""success"":1}",1,1.0,1.0,0.20654931437723745,Wilson-95,1,proportion,,,,request-bootstrap-percentile,0,seconds,,,,request-bootstrap-percentile,0,seconds,0
1,0,0,stable_exact_prompt,0,2.9998829869444443,,,,request-bootstrap-percentile,0,tokens/second,0,long_short:in100000:out128,"ledger decode_eligible plus >=16 realized output tokens; completion tokens divided by request latency minus TTFT; also requires >=2 content events, >=1 second post-TTFT, known zero reasoning tokens, valid complete usage, and <=10000 tokens/second",3,2026-08-28T23:21:23.076158Z,0,9.79690821794793,,,single-observation-no-CI,1,seconds,9.79690821794793,,,single-observation-no-CI,1,seconds,kimi-k3,1,1.38355245,mixed,"{""success"":1}",1,1.0,1.0,0.20654931437723745,Wilson-95,1,proportion,,,,request-bootstrap-percentile,0,seconds,,,,request-bootstrap-percentile,0,seconds,0
1,0,0,panel_unique_cold,0,3.999878041388889,,,,request-bootstrap-percentile,0,tokens/second,0,long_short:in100000:out128,"ledger decode_eligible plus >=16 realized output tokens; completion tokens divided by request latency minus TTFT; also requires >=2 content events, >=1 second post-TTFT, known zero reasoning tokens, valid complete usage, and <=10000 tokens/second",4,2026-08-29T00:21:23.058354Z,0,14.63901896995958,,,single-observation-no-CI,1,seconds,14.63901896995958,,,single-observation-no-CI,1,seconds,kimi-k3,1,1.38355245,mixed,"{""success"":1}",1,1.0,1.0,0.20654931437723745,Wilson-95,1,proportion,,,,request-bootstrap-percentile,0,seconds,,,,request-bootstrap-percentile,0,seconds,0
1,0,0,stable_exact_prompt,0,3.999878041388889,,,,request-bootstrap-percentile,0,tokens/second,0,long_short:in100000:out128,"ledger decode_eligible plus >=16 realized output tokens; completion tokens divided by request latency minus TTFT; also requires >=2 content events, >=1 second post-TTFT, known zero reasoning tokens, valid complete usage, and <=10000 tokens/second",4,2026-08-29T00:21:23.058354Z,0,9.975867946981452,,,single-observation-no-CI,1,seconds,9.975867946981452,,,single-observation-no-CI,1,seconds,kimi-k3,1,1.38355245,mixed,"{""success"":1}",1,1.0,1.0,0.20654931437723745,Wilson-95,1,proportion,,,,request-bootstrap-percentile,0,seconds,,,,request-bootstrap-percentile,0,seconds,0
1,0,0,panel_unique_cold,0,4.999881140833334,,,,request-bootstrap-percentile,0,tokens/second,0,long_short:in100000:out128,"ledger decode_eligible plus >=16 realized output tokens; completion tokens divided by request latency minus TTFT; also requires >=2 content events, >=1 second post-TTFT, known zero reasoning tokens, valid complete usage, and <=10000 tokens/second",5,2026-08-29T01:21:23.069512Z,0,9.7905029989779,,,single-observation-no-CI,1,seconds,9.7905029989779,,,single-observation-no-CI,1,seconds,kimi-k3,1,1.38355245,mixed,"{""success"":1}",1,1.0,1.0,0.20654931437723745,Wilson-95,1,proportion,,,,request-bootstrap-percentile,0,seconds,,,,request-bootstrap-percentile,0,seconds,0
1,0,0,stable_exact_prompt,0,4.999881140833334,,,,request-bootstrap-percentile,0,tokens/second,0,long_short:in100000:out128,"ledger decode_eligible plus >=16 realized output tokens; completion tokens divided by request latency minus TTFT; also requires >=2 content events, >=1 second post-TTFT, known zero reasoning tokens, valid complete usage, and <=10000 tokens/second",5,2026-08-29T01:21:23.069512Z,0,9.640159204951487,,,single-observation-no-CI,1,seconds,9.640159204951487,,,single-observation-no-CI,1,seconds,kimi-k3,1,1.38355245,mixed,"{""success"":1}",1,1.0,1.0,0.20654931437723745,Wilson-95,1,proportion,,,,request-bootstrap-percentile,0,seconds,,,,request-bootstrap-percentile,0,seconds,0
1,0,0,panel_unique_cold,0,5.999885293888889,,,,request-bootstrap-percentile,0,tokens/second,0,long_short:in100000:out128,"ledger decode_eligible plus >=16 realized output tokens; completion tokens divided by request latency minus TTFT; also requires >=2 content events, >=1 second post-TTFT, known zero reasoning tokens, valid complete usage, and <=10000 tokens/second",6,2026-08-29T02:21:23.084463Z,0,10.576191050000489,,,single-observation-no-CI,1,seconds,10.576191050000489,,,single-observation-no-CI,1,seconds,kimi-k3,1,1.38355245,mixed,"{""success"":1}",1,1.0,1.0,0.20654931437723745,Wilson-95,1,proportion,,,,request-bootstrap-percentile,0,seconds,,,,request-bootstrap-percentile,0,seconds,0
1,1,99968,stable_exact_prompt,128,5.999885293888889,,,,request-bootstrap-percentile,0,tokens/second,0,long_short:in100000:out128,"ledger decode_eligible plus >=16 realized output tokens; completion tokens divided by request latency minus TTFT; also requires >=2 content events, >=1 second post-TTFT, known zero reasoning tokens, valid complete usage, and <=10000 tokens/second",6,2026-08-29T02:21:23.084463Z,100062,4.515024855034426,,,single-observation-no-CI,1,seconds,4.515024855034426,,,single-observation-no-CI,1,seconds,kimi-k3,1,0.03058278,mixed,"{""success"":1}",1,1.0,1.0,0.20654931437723745,Wilson-95,1,proportion,3.7850216530496255,,,single-observation-no-CI,1,seconds,3.7850216530496255,,,single-observation-no-CI,1,seconds,1
1,1,0,panel_unique_cold,419,0.0,,,,request-bootstrap-percentile,0,tokens/second,0,structured:in1024:out512,"ledger decode_eligible plus >=16 realized output tokens; completion tokens divided by request latency minus TTFT; also requires >=2 content events, >=1 second post-TTFT, known zero reasoning tokens, valid complete usage, and <=10000 tokens/second",0,2026-08-28T20:21:23.497405Z,1129,11.77187231706921,,,single-observation-no-CI,1,seconds,11.77187231706921,,,single-observation-no-CI,1,seconds,kimi-k3,1,0.0091884,mixed,"{""success"":1}",1,1.0,1.0,0.20654931437723745,Wilson-95,1,proportion,9.156013541971333,,,single-observation-no-CI,1,seconds,9.156013541971333,,,single-observation-no-CI,1,seconds,1
1,1,0,stable_exact_prompt,512,0.0,,,,request-bootstrap-percentile,0,tokens/second,0,structured:in1024:out512,"ledger decode_eligible plus >=16 realized output tokens; completion tokens divided by request latency minus TTFT; also requires >=2 content events, >=1 second post-TTFT, known zero reasoning tokens, valid complete usage, and <=10000 tokens/second",0,2026-08-28T20:21:23.497405Z,1129,16.70066022395622,,,single-observation-no-CI,1,seconds,16.70066022395622,,,single-observation-no-CI,1,seconds,kimi-k3,1,0.01051365,mixed,"{""success"":1}",1,1.0,1.0,0.20654931437723745,Wilson-95,1,proportion,16.196115124039352,,,single-observation-no-CI,1,seconds,16.196115124039352,,,single-observation-no-CI,1,seconds,1
1,1,0,panel_unique_cold,382,0.9998810324999999,,,,request-bootstrap-percentile,0,tokens/second,0,structured:in1024:out512,"ledger decode_eligible plus >=16 realized output tokens; completion tokens divided by request latency minus TTFT; also requires >=2 content events, >=1 second post-TTFT, known zero reasoning tokens, valid complete usage, and <=10000 tokens/second",1,2026-08-28T21:21:23.069122Z,1129,12.650250356993638,,,single-observation-no-CI,1,seconds,12.650250356993638,,,single-observation-no-CI,1,seconds,kimi-k3,1,0.00866115,mixed,"{""success"":1}",1,1.0,1.0,0.20654931437723745,Wilson-95,1,proportion,10.0396726221079,,,single-observation-no-CI,1,seconds,10.0396726221079,,,single-observation-no-CI,1,seconds,1
1,1,0,stable_exact_prompt,488,0.9998810324999999,,,,request-bootstrap-percentile,0,tokens/second,0,structured:in1024:out512,"ledger decode_eligible plus >=16 realized output tokens; completion tokens divided by request latency minus TTFT; also requires >=2 content events, >=1 second post-TTFT, known zero reasoning tokens, valid complete usage, and <=10000 tokens/second",1,2026-08-28T21:21:23.069122Z,1129,19.626648237928748,,,single-observation-no-CI,1,seconds,19.626648237928748,,,single-observation-no-CI,1,seconds,kimi-k3,1,0.010171649999999999,mixed,"{""success"":1}",1,1.0,1.0,0.20654931437723745,Wilson-95,1,proportion,16.341853335965425,,,single-observation-no-CI,1,seconds,16.341853335965425,,,single-observation-no-CI,1,seconds,1
1,1,0,panel_unique_cold,456,1.999869483611111,,,,request-bootstrap-percentile,0,tokens/second,0,structured:in1024:out512,"ledger decode_eligible plus >=16 realized output tokens; completion tokens divided by request latency minus TTFT; also requires >=2 content events, >=1 second post-TTFT, known zero reasoning tokens, valid complete usage, and <=10000 tokens/second",2,2026-08-28T22:21:23.027546Z,1131,12.062871722038835,,,single-observation-no-CI,1,seconds,12.062871722038835,,,single-observation-no-CI,1,seconds,kimi-k3,1,0.00972135,mixed,"{""success"":1}",1,1.0,1.0,0.20654931437723745,Wilson-95,1,proportion,10.173304821946658,,,single-observation-no-CI,1,seconds,10.173304821946658,,,single-observation-no-CI,1,seconds,1
1,1,0,stable_exact_prompt,512,1.999869483611111,,,,request-bootstrap-percentile,0,tokens/second,0,structured:in1024:out512,"ledger decode_eligible plus >=16 realized output tokens; completion tokens divided by request latency minus TTFT; also requires >=2 content events, >=1 second post-TTFT, known zero reasoning tokens, valid complete usage, and <=10000 tokens/second",2,2026-08-28T22:21:23.027546Z,1129,14.875607597990893,,,single-observation-no-CI,1,seconds,14.875607597990893,,,single-observation-no-CI,1,seconds,kimi-k3,1,0.01051365,mixed,"{""success"":1}",1,1.0,1.0,0.20654931437723745,Wilson-95,1,proportion,13.010388717986643,,,single-observation-no-CI,1,seconds,13.010388717986643,,,single-observation-no-CI,1,seconds,1
1,1,0,panel_unique_cold,425,2.9998829869444443,,,,request-bootstrap-percentile,0,tokens/second,0,structured:in1024:out512,"ledger decode_eligible plus >=16 realized output tokens; completion tokens divided by request latency minus TTFT; also requires >=2 content events, >=1 second post-TTFT, known zero reasoning tokens, valid complete usage, and <=10000 tokens/second",3,2026-08-28T23:21:23.076158Z,1130,19.86644634907134,,,single-observation-no-CI,1,seconds,19.86644634907134,,,single-observation-no-CI,1,seconds,kimi-k3,1,0.00927675,mixed,"{""success"":1}",1,1.0,1.0,0.20654931437723745,Wilson-95,1,proportion,16.920702242059633,,,single-observation-no-CI,1,seconds,16.920702242059633,,,single-observation-no-CI,1,seconds,1
1,1,0,stable_exact_prompt,346,2.9998829869444443,,,,request-bootstrap-percentile,0,tokens/second,0,structured:in1024:out512,"ledger decode_eligible plus >=16 realized output tokens; completion tokens divided by request latency minus TTFT; also requires >=2 content events, >=1 second post-TTFT, known zero reasoning tokens, valid complete usage, and <=10000 tokens/second",3,2026-08-28T23:21:23.076158Z,1129,9.114936999045312,,,single-observation-no-CI,1,seconds,9.114936999045312,,,single-observation-no-CI,1,seconds,kimi-k3,1,0.00814815,mixed,"{""success"":1}",1,1.0,1.0,0.20654931437723745,Wilson-95,1,proportion,5.692381230997853,,,single-observation-no-CI,1,seconds,5.692381230997853,,,single-observation-no-CI,1,seconds,1
1,1,0,panel_unique_cold,512,3.999878041388889,,,,request-bootstrap-percentile,0,tokens/second,0,structured:in1024:out512,"ledger decode_eligible plus >=16 realized output tokens; completion tokens divided by request latency minus TTFT; also requires >=2 content events, >=1 second post-TTFT, known zero reasoning tokens, valid complete usage, and <=10000 tokens/second",4,2026-08-29T00:21:23.058354Z,1129,14.420813196105883,,,single-observation-no-CI,1,seconds,14.420813196105883,,,single-observation-no-CI,1,seconds,kimi-k3,1,0.01051365,mixed,"{""success"":1}",1,1.0,1.0,0.20654931437723745,Wilson-95,1,proportion,12.705435454030521,,,single-observation-no-CI,1,seconds,12.705435454030521,,,single-observation-no-CI,1,seconds,1
1,1,0,stable_exact_prompt,323,3.999878041388889,,,,request-bootstrap-percentile,0,tokens/second,0,structured:in1024:out512,"ledger decode_eligible plus >=16 realized output tokens; completion tokens divided by request latency minus TTFT; also requires >=2 content events, >=1 second post-TTFT, known zero reasoning tokens, valid complete usage, and <=10000 tokens/second",4,2026-08-29T00:21:23.058354Z,1129,9.316603392944671,,,single-observation-no-CI,1,seconds,9.316603392944671,,,single-observation-no-CI,1,seconds,kimi-k3,1,0.0078204,mixed,"{""success"":1}",1,1.0,1.0,0.20654931437723745,Wilson-95,1,proportion,6.930830414989032,,,single-observation-no-CI,1,seconds,6.930830414989032,,,single-observation-no-CI,1,seconds,1
1,1,0,panel_unique_cold,449,4.999881140833334,,,,request-bootstrap-percentile,0,tokens/second,0,structured:in1024:out512,"ledger decode_eligible plus >=16 realized output tokens; completion tokens divided by request latency minus TTFT; also requires >=2 content events, >=1 second post-TTFT, known zero reasoning tokens, valid complete usage, and <=10000 tokens/second",5,2026-08-29T01:21:23.069512Z,1128,12.72527971805539,,,single-observation-no-CI,1,seconds,12.72527971805539,,,single-observation-no-CI,1,seconds,kimi-k3,1,0.00961305,mixed,"{""success"":1}",1,1.0,1.0,0.20654931437723745,Wilson-95,1,proportion,9.083120270981453,,,single-observation-no-CI,1,seconds,9.083120270981453,,,single-observation-no-CI,1,seconds,1
1,1,0,stable_exact_prompt,341,4.999881140833334,,,,request-bootstrap-percentile,0,tokens/second,0,structured:in1024:out512,"ledger decode_eligible plus >=16 realized output tokens; completion tokens divided by request latency minus TTFT; also requires >=2 content events, >=1 second post-TTFT, known zero reasoning tokens, valid complete usage, and <=10000 tokens/second",5,2026-08-29T01:21:23.069512Z,1129,9.518424205016345,,,single-observation-no-CI,1,seconds,9.518424205016345,,,single-observation-no-CI,1,seconds,kimi-k3,1,0.0080769,mixed,"{""success"":1}",1,1.0,1.0,0.20654931437723745,Wilson-95,1,proportion,7.407469241996296,,,single-observation-no-CI,1,seconds,7.407469241996296,,,single-observation-no-CI,1,seconds,1
